id,code_INSEE,commune,surface_parcourue_m2,annee,mois,jour,heure,nature_inc_prim,nature_inc_sec,RR_med,NBJRR1_med,NBJRR5_med,NBJRR10_med,Tmin_med,Tmax_med,Tens_vap_med,Force_vent_med,Insolation_med,Rayonnement_med
443,34055,Castanet-le-Haut,100000,2016,Sep,23,10,Involontaire,travaux,85.4,9.0,4.0,2.0,8.3,17.4,9.6,5.3,3138.0,12100.0
444,34055,Castanet-le-Haut,55000,2016,Sep,24,8,Involontaire,travaux,85.4,9.0,4.0,2.0,8.3,17.4,9.6,5.3,3138.0,12100.0
445,66048,CerbÃ¨re,150000,2016,Mar,8,13,Involontaire,travaux,30.95,4.0,2.0,1.0,12.3,17.95,12.3,8.0,4055.0,14416.0
446,66016,Banyuls-sur-Mer,77000,2016,Sep,24,15,Involontaire,particulier,30.95,4.0,2.0,1.0,12.3,17.95,12.3,8.0,4055.0,14416.0
447,2B140,Lento,98500,2016,Sep,28,12,Malveillance,NA,48.4,6.0,3.0,2.0,7.9,21.6,11.4,2.6,0.0,0.0
448,7018,Astet,240000,2016,Sep,24,22,Malveillance,NA,106.5,7.0,5.0,3.0,2.8,13.95,8.0,4.2,3275.0,12558.0
449,66192,Sauto,80000,2016,Sep,28,14,Involontaire,particulier,56.0,7.0,3.5,2.0,1.3,11.3,6.9,3.6,4173.0,15741.0
450,34235,Rosis,396200,2016,Oct,10,13,Malveillance,NA,52.5,3.0,3.0,2.0,8.3,17.4,9.6,5.3,3138.0,12100.0
451,5164,Savines-le-Lac,60000,2016,Dec,1,11,Involontaire,particulier,50.9,5.0,2.0,1.0,4.7,16.2,7.5,2.5,4194.0,15022.5
452,66190,Salses-le-ChÃ¢teau,535000,2016,Oct,11,11,Involontaire,travaux,27.8,4.0,2.0,1.0,17.5,25.2,12.1,3.4,4055.0,14416.0
453,6103,RoquebilliÃ¨re,323050,2016,Dec,29,13,Malveillance,NA,72.0,6.0,3.0,2.0,5.1,17.6,7.9,2.3,0.0,0.0
454,4193,Saint-Paul-sur-Ubaye,81000,2016,Dec,27,13,Involontaire,particulier,55.5,7.0,4.0,2.0,-2.9,5.0,4.2,2.7,4194.0,15022.5
455,30154,Mandagout,65079,2016,Mar,24,11,Involontaire,travaux,84.2,7.0,4.0,2.0,7.4,18.0,9.3,3.0,0.0,0.0
456,30169,Milhaud,85420,2016,Sep,8,11,Malveillance,NA,53.0,2.0,2.0,2.0,9.9,19.3,11.0,4.0,3851.5,14382.5
457,6049,Courmes,72200,2016,Mar,9,15,Malveillance,NA,66.1,6.0,3.0,2.0,7.3,15.2,8.5,1.3,0.0,0.0
458,43171,Saint-BÃ©rain,100000,2017,Feb,23,15,Involontaire,particulier,53.0,10.0,4.0,1.0,2.5,13.5,8.3,3.0,3281.0,12473.0
459,73235,Saint-FranÃ§ois-Longchamp,74700,2017,Feb,23,16,Involontaire,particulier,63.95,8.0,4.0,2.0,11.0,21.7,9.1,1.3,0.0,0.0
460,12168,Nant,100000,2017,Mar,16,13,Accidentelle,NA,65.4,8.0,4.0,2.0,5.4,14.4,9.55,3.9,3450.0,12407.0
461,43155,Prades,50000,2017,Aug,14,22,Involontaire,particulier,53.0,10.0,4.0,1.0,2.5,13.5,8.3,3.0,3281.0,12473.0
462,81163,Mazamet,50000,2017,Aug,29,23,Malveillance,NA,94.15,10.0,5.5,3.0,5.7,14.0,10.05,4.4,3575.0,13240.0
463,16061,Brie,150000,2017,Jun,24,13,Involontaire,travaux,65.65,10.0,5.0,2.0,8.9,18.3,11.1,3.2,3168.0,11759.5
464,16255,Parzac,70500,2017,Jun,18,12,Involontaire,travaux,71.5,10.0,5.0,2.0,6.8,17.2,10.9,3.3,3172.0,12159.0
465,45015,Autruy-sur-Juine,150000,2017,Jul,21,13,Involontaire,travaux,51.5,9.0,3.0,1.0,6.7,16.1,10.8,2.0,2434.0,10303.0
466,97410,Saint-BenoÃ®t,50000,2017,Sep,16,9,Malveillance,NA,410.1,16.0,11.0,9.0,12.5,21.2,16.7,1.8,2773.0,14706.0
467,31573,Verfeil,100000,2017,Jul,18,17,Accidentelle,NA,44.5,7.5,3.0,1.0,8.2,20.5,13.0,1.9,3455.0,13217.0
468,31085,Boutx,60000,2017,Jan,7,13,Involontaire,travaux,106.45,7.5,6.0,4.0,6.6,17.8,9.9,1.6,3285.0,12622.0
469,31222,Gouaux-de-Luchon,120000,2017,Apr,22,16,Accidentelle,NA,77.2,9.0,5.0,2.0,5.45,17.9,9.9,1.6,3285.0,12622.0
470,15156,Prunet,60000,2017,Apr,8,16,Involontaire,travaux,103.4,11.0,6.0,3.0,5.1,14.8,9.4,2.8,3464.0,12519.0
471,15149,Paulhenc,60000,2017,Apr,16,12,Involontaire,travaux,90.4,10.0,6.0,3.0,4.5,12.9,8.6,4.7,3413.5,13734.0
472,15113,Mandailles-Saint-Julien,100000,2017,Apr,24,16,Involontaire,travaux,106.0,10.5,7.0,3.0,2.2,10.2,7.6,4.4,3288.0,12611.0
473,97415,Saint-Paul,96000,2017,Nov,3,4,Malveillance,NA,45.45,7.0,2.0,1.0,11.45,20.0,14.7,2.0,1778.0,11196.5
474,24465,Saint-Michel-de-Double,55000,2017,Apr,21,17,Involontaire,travaux,63.5,10.0,4.0,2.0,7.3,17.8,12.0,1.2,3260.0,12445.0
475,40167,Luxey,60000,2017,Feb,21,14,Involontaire,particulier,75.15,10.0,5.0,2.5,6.75,18.45,12.1,2.2,2852.5,10829.0
476,65045,Aucun,300000,2017,Mar,17,13,Involontaire,travaux,80.45,11.0,5.0,3.0,5.8,14.2,10.1,2.0,0.0,0.0
477,66069,Espira-de-l'Agly,100000,2017,Oct,12,12,Involontaire,travaux,29.25,4.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
478,66016,Banyuls-sur-Mer,200000,2017,Nov,6,11,Accidentelle,NA,30.95,4.0,2.0,1.0,12.3,17.95,12.3,8.0,4055.0,14416.0
479,2A019,Arbori,53000,2017,Apr,1,19,Malveillance,NA,70.5,7.0,4.0,2.0,12.2,19.65,11.8,1.5,4527.0,15479.5
480,6146,Tournefort,151250,2017,Apr,7,13,Malveillance,NA,62.95,6.0,3.0,2.0,8.4,16.5,10.0,3.95,0.0,0.0
481,2A041,Bonifacio,84300,2017,Sep,13,22,Accidentelle,NA,35.3,5.0,2.0,1.0,12.9,18.05,14.1,7.1,4333.0,15127.0
482,6077,LucÃ©ram,79300,2017,Jan,6,11,Involontaire,travaux,73.35,6.0,4.0,2.0,5.1,12.5,7.8,2.3,0.0,0.0
483,7153,Mayres,213000,2017,Mar,21,17,Malveillance,NA,103.9,8.0,5.0,3.0,7.4,19.6,9.5,1.7,3275.0,12558.0
484,5038,ChÃ¢teau-Ville-Vieille,233900,2017,Apr,25,13,Malveillance,NA,68.45,8.0,4.0,2.0,-0.6,10.8,5.7,1.4,3419.0,13859.0
485,26354,Treschenu-Creyers,55000,2017,Apr,24,12,Involontaire,particulier,89.9,9.0,5.0,3.0,3.9,16.35,9.05,2.4,3506.0,13009.0
486,7141,LentillÃ¨res,124800,2017,Apr,15,20,Malveillance,NA,81.3,7.0,4.0,3.0,8.0,14.9,9.0,5.6,3968.0,13651.0
487,48165,Saint-Laurent-de-Muret,60400,2017,Feb,26,14,Involontaire,travaux,94.3,9.0,6.0,4.0,3.0,12.4,8.2,3.7,4299.0,14771.0
488,48020,Bassurels,199000,2017,Feb,26,15,Involontaire,travaux,80.55,8.0,4.0,2.0,4.6,12.9,8.5,6.4,0.0,0.0
489,30190,Notre-Dame-de-la-RouviÃ¨re,239135,2017,Apr,19,12,Involontaire,travaux,103.5,7.0,4.0,3.0,8.7,17.9,9.3,1.6,0.0,0.0
490,13039,Fos-sur-Mer,53000,2017,Jun,6,19,Malveillance,NA,35.8,4.0,2.0,1.0,9.9,19.3,11.1,5.1,4579.5,15856.5
491,34237,Roujan,185147,2017,Jun,11,10,Involontaire,particulier,34.0,5.0,2.0,1.0,8.9,19.7,11.0,2.7,4299.0,14539.5
492,6074,Lantosque,233030,2017,Jan,13,17,Malveillance,NA,63.4,5.0,3.0,2.0,6.9,19.8,7.8,2.3,0.0,0.0
493,6157,Vence,61220,2017,Jan,25,14,Involontaire,travaux,59.1,6.0,3.0,2.0,11.4,20.25,13.2,1.3,4473.0,15023.0
494,34103,FontÃ¨s,67435,2017,Jun,24,22,Malveillance,NA,48.7,3.0,2.0,1.0,8.9,19.7,11.0,2.7,4299.0,14539.5
495,34183,Nissan-lez-Enserune,80000,2017,Jun,25,12,Involontaire,particulier,26.55,4.0,2.0,1.0,9.5,19.5,11.1,3.1,0.0,0.0
496,2B185,Oletta,75000,2017,Jun,24,11,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
497,13039,Fos-sur-Mer,184270,2017,Jun,24,15,Malveillance,NA,35.8,4.0,2.0,1.0,9.9,19.3,11.1,5.1,4579.5,15856.5
498,34135,Lespignan,80000,2017,Jun,25,18,Accidentelle,NA,23.0,5.0,2.0,1.0,9.5,19.5,11.8,4.0,4299.0,14539.5
499,2B123,Ghisonaccia,280000,2017,Jun,28,16,Malveillance,NA,38.5,5.0,2.0,1.0,11.4,19.7,12.6,3.1,4020.0,14625.0
500,13098,Saint-Mitre-les-Remparts,143400,2017,Jun,30,16,Malveillance,NA,38.7,4.0,2.0,1.0,9.8,19.4,12.0,5.1,4653.0,15455.0
501,83101,Ramatuelle,156400,2017,Jun,7,13,Involontaire,travaux,50.85,5.0,3.0,2.0,12.1,18.4,12.7,4.8,3757.0,13489.5
502,4020,Barles,57500,2017,Feb,16,11,Involontaire,particulier,61.3,7.0,4.0,2.0,2.95,17.05,9.3,2.7,4490.0,16015.0
503,5101,Pelvoux,100300,2017,Jan,5,13,Involontaire,particulier,66.8,8.0,4.0,2.0,-3.8,2.0,3.3,1.6,3867.0,14522.0
504,6157,Vence,342850,2017,Jul,3,17,Accidentelle,NA,59.1,6.0,3.0,2.0,11.4,20.25,13.2,1.3,4473.0,15023.0
505,34214,Pouzolles,93500,2017,Jul,6,12,Malveillance,NA,34.0,5.0,2.0,1.0,8.9,19.7,11.0,2.7,4299.0,14539.5
506,5108,Puy-Saint-EusÃ¨be,144800,2017,Feb,23,15,Involontaire,particulier,53.8,7.0,3.0,2.0,4.7,16.2,7.5,2.5,4194.0,15022.5
507,66053,Collioure,50000,2017,Jun,19,18,Involontaire,particulier,30.95,4.0,2.0,1.0,12.3,17.95,12.3,8.0,4055.0,14416.0
508,2B314,Santo-Pietro-di-Tenda,260000,2017,Jul,6,15,Accidentelle,NA,48.4,6.0,3.0,2.0,9.45,18.4,8.9,2.7,0.0,0.0
509,34031,Bessan,62000,2017,Jul,11,16,Malveillance,NA,30.8,4.0,2.0,1.0,10.3,19.9,11.8,4.0,4120.0,14757.0
510,2B079,Castello-di-Rostino,75000,2017,Jul,17,11,Malveillance,NA,42.3,5.0,2.0,1.0,9.7,18.3,11.4,2.6,4212.0,14636.0
511,2B290,Speloncato,62000,2017,Jul,17,13,Malveillance,NA,39.3,5.0,3.0,1.0,8.75,19.0,12.6,4.7,4352.5,15088.5
512,2B355,Volpajola,200000,2017,Jul,17,14,Involontaire,particulier,46.5,5.0,3.0,1.0,9.7,18.3,12.8,2.7,4212.0,14636.0
513,34013,Aspiran,71800,2017,Jul,13,11,Involontaire,travaux,48.7,3.0,2.0,1.0,9.7,20.6,11.4,3.55,4120.0,14757.0
514,4160,Reillanne,79300,2017,Jul,18,14,Involontaire,travaux,50.55,5.0,3.0,2.0,6.5,16.75,9.4,2.5,4602.0,16072.0
515,48100,Montbel,50000,2017,Jan,7,15,Involontaire,travaux,54.9,7.0,4.0,2.0,5.0,14.9,8.5,3.3,0.0,0.0
516,6050,Coursegoules,80370,2017,Feb,21,14,Malveillance,NA,66.1,6.0,3.0,2.0,7.3,15.2,8.5,1.3,0.0,0.0
517,2A103,Cuttoli-Corticchiato,130000,2017,Jun,22,14,Involontaire,particulier,70.55,6.0,4.0,2.0,11.2,19.0,12.9,3.2,4527.0,15479.5
518,2A198,Ota,50000,2017,Jul,8,10,Malveillance,NA,53.4,5.0,3.0,2.0,6.5,16.5,10.25,2.5,4352.5,15088.5
519,2A323,Tavaco,210000,2017,Jul,8,12,Malveillance,NA,57.05,6.0,3.0,2.0,11.2,19.0,11.8,1.5,4527.0,15479.5
520,6156,Venanson,99010,2017,Feb,26,10,Involontaire,particulier,80.65,7.0,4.0,3.0,5.1,17.6,7.9,2.0,0.0,0.0
521,2A215,Pianottoli-Caldarello,51400,2017,Jul,16,13,Accidentelle,NA,41.8,5.0,3.0,1.0,10.3,20.5,13.1,4.4,4333.0,15127.0
522,2B009,AlÃ©ria,613700,2017,Jul,24,10,Malveillance,NA,38.0,5.0,2.0,1.0,13.5,19.9,13.3,3.6,4020.0,14625.0
523,2B143,Linguizzetta,382800,2017,Jul,24,16,Malveillance,NA,41.0,5.0,2.0,1.0,13.5,19.9,13.3,3.6,4020.0,14625.0
524,13072,Peynier,964000,2017,Jul,26,10,Involontaire,particulier,48.75,5.0,3.0,2.0,7.7,20.5,10.7,2.3,0.0,0.0
525,6034,Castagniers,906980,2017,Jul,17,14,Involontaire,particulier,47.1,5.0,3.0,2.0,10.8,20.6,11.2,2.9,4473.0,15023.0
526,6130,Saint-Vallier-de-Thiey,154930,2017,Jul,24,15,Malveillance,NA,70.2,6.0,3.0,2.0,6.6,16.6,9.2,1.3,0.0,0.0
527,30189,NÃ®mes,103558,2017,Jul,25,14,Malveillance,NA,74.5,4.0,3.0,2.0,9.5,19.5,10.7,3.3,4324.5,14620.0
528,30351,Villeneuve-lÃ¨s-Avignon,174628,2017,Jul,26,14,Malveillance,NA,51.0,5.0,3.0,2.0,8.5,20.1,11.1,3.9,4377.0,14986.0
529,4020,Barles,577600,2017,Feb,25,13,Involontaire,particulier,61.3,7.0,4.0,2.0,2.95,17.05,9.3,2.7,4490.0,16015.0
530,4218,Thorame-Basse,84100,2017,Feb,25,16,Involontaire,travaux,87.85,8.0,5.0,3.0,2.1,17.85,8.1,1.4,0.0,0.0
531,34166,Montblanc,119550,2017,Jul,24,12,Malveillance,NA,27.95,4.0,2.0,1.0,10.3,19.9,11.8,4.0,4120.0,14757.0
532,66138,Peyrestortes,70000,2017,Jul,17,14,Malveillance,NA,29.25,4.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
533,66024,Boulou (Le),60000,2017,Jul,18,17,Involontaire,particulier,34.75,5.0,2.0,1.0,9.55,20.9,11.8,3.5,2808.0,11152.0
534,13047,Istres,58200,2017,Jul,31,15,Malveillance,NA,35.8,4.0,2.0,1.0,9.9,19.3,11.1,5.1,4579.5,15856.5
535,34116,Grabels,68876,2017,Jul,28,14,Malveillance,NA,46.45,6.0,3.0,2.0,9.9,19.0,10.9,2.2,4690.0,15794.0
536,13001,Aix-en-Provence,138100,2017,Aug,1,14,Involontaire,particulier,38.55,5.0,2.5,1.0,7.85,19.4,10.85,2.0,4650.0,15336.0
537,13047,Istres,725200,2017,Aug,1,14,Malveillance,NA,35.8,4.0,2.0,1.0,9.9,19.3,11.1,5.1,4579.5,15856.5
538,26022,Ballons,120000,2017,Jul,17,15,Involontaire,travaux,71.0,6.0,4.0,2.0,2.4,15.95,8.5,2.4,3895.0,13933.0
539,2A249,Propriano,160000,2017,Jul,25,10,Malveillance,NA,38.8,5.0,2.0,1.0,11.15,20.6,12.4,2.0,4333.0,15127.0
540,2A017,Appietto,610000,2017,Aug,2,12,Malveillance,NA,37.6,5.0,3.0,2.0,10.9,21.5,12.9,3.2,4527.0,15479.5
541,2A001,Afa,57635,2017,Aug,2,13,Malveillance,NA,58.8,6.0,3.0,2.0,9.7,19.75,12.9,3.2,4527.0,15479.5
542,2A004,Ajaccio,50000,2017,Aug,4,11,Involontaire,particulier,52.05,6.0,3.0,2.0,10.9,21.5,12.9,3.2,4527.0,15479.5
543,34181,NeffiÃ¨s,57370,2017,Aug,5,17,Involontaire,particulier,40.25,5.0,2.0,1.0,10.35,20.85,11.0,2.7,4299.0,14539.5
544,66130,OssÃ©ja,50000,2017,Feb,16,16,Involontaire,travaux,49.15,7.0,3.0,1.0,3.9,14.7,7.15,2.8,4173.0,15741.0
545,66003,AmÃ©lie-les-Bains-Palalda,50000,2017,Feb,22,14,Malveillance,NA,54.2,6.0,3.0,2.0,10.0,20.6,10.9,3.7,2808.0,11152.0
546,83119,Saint-Tropez,70000,2017,Jul,24,21,Involontaire,particulier,50.85,5.0,3.0,2.0,12.7,18.8,13.2,3.8,3757.0,13489.5
547,13077,Port-de-Bouc,336300,2017,Aug,10,18,Malveillance,NA,38.7,4.0,2.0,1.0,9.8,19.4,12.0,6.0,4653.0,15455.0
548,2B123,Ghisonaccia,150000,2017,Mar,7,12,Malveillance,NA,38.5,5.0,2.0,1.0,11.4,19.7,12.6,3.1,4020.0,14625.0
549,30081,Chusclan,194649,2017,Aug,12,12,Involontaire,travaux,49.9,5.0,3.0,2.0,9.85,20.1,11.1,4.8,4164.0,14547.0
550,6101,Rigaud,89033,2017,Aug,3,11,Involontaire,travaux,64.85,6.0,3.0,2.0,6.6,13.9,8.2,2.9,4156.5,14931.0
551,30258,Saint-Gilles,100000,2017,Aug,15,16,Involontaire,travaux,38.75,3.0,2.0,1.0,9.5,19.7,10.85,3.6,3851.5,14382.5
552,2B277,Serra-di-Fiumorbo,50000,2017,Aug,11,11,Malveillance,NA,64.5,7.0,4.0,2.0,7.9,18.9,12.6,3.1,4020.0,14625.0
553,7251,Saint-Joseph-des-Bancs,96000,2017,Jan,7,15,Malveillance,NA,73.3,4.5,3.5,2.0,6.85,18.2,9.6,2.6,3297.0,12155.0
554,34076,Ceyras,74920,2017,Aug,20,19,Malveillance,NA,36.0,4.0,2.0,2.0,9.7,20.6,11.4,3.55,4299.0,14539.5
555,4024,Beaujeu,216100,2017,Feb,22,15,Involontaire,travaux,58.1,7.0,4.0,2.0,2.55,15.8,9.3,2.7,0.0,0.0
556,2B039,Bisinchi,108333,2017,Aug,21,12,Malveillance,NA,42.3,5.0,2.0,1.0,9.7,18.3,11.4,2.3,4212.0,14636.0
557,4171,Rougon,135600,2017,Aug,11,8,Accidentelle,NA,74.75,6.0,4.0,3.0,4.45,19.3,9.1,3.3,0.0,0.0
558,84084,Motte-d'Aigues (La),660000,2017,Aug,11,17,Malveillance,NA,75.5,8.0,6.0,3.0,7.4,18.7,9.8,2.4,0.0,0.0
559,84050,Gordes,180300,2017,Aug,13,16,Accidentelle,NA,46.75,5.0,3.0,1.5,8.1,18.05,10.0,4.0,4448.0,15394.0
560,34341,Villeveyrac,52321,2017,Jan,21,23,Involontaire,travaux,42.7,4.0,2.0,1.0,11.6,17.9,11.9,4.8,4104.0,14498.0
561,4070,Digne-les-Bains,115700,2017,Aug,23,16,Malveillance,NA,47.5,5.0,3.0,2.0,5.2,18.5,9.3,2.7,4529.0,14928.0
562,30105,Dourbies,100000,2017,Aug,29,12,Malveillance,NA,92.6,9.0,5.0,3.0,3.7,13.15,8.4,3.0,0.0,0.0
563,83061,FrÃ©jus,347000,2017,Sep,1,16,Involontaire,particulier,61.8,4.0,2.5,2.0,10.0,17.1,10.35,3.2,4468.0,14991.0
564,2B292,Sant'AndrÃ©a-di-Bozio,210500,2017,Sep,2,12,Malveillance,NA,33.9,6.0,2.0,1.0,6.4,20.0,10.9,1.7,4232.0,15515.0
565,2B292,Sant'AndrÃ©a-di-Bozio,255700,2017,Sep,2,12,Malveillance,NA,33.9,6.0,2.0,1.0,6.4,20.0,10.9,1.7,4232.0,15515.0
566,2B143,Linguizzetta,400000,2017,Sep,2,16,Malveillance,NA,41.0,5.0,2.0,1.0,13.5,19.9,13.3,3.6,4020.0,14625.0
567,13073,Peypin,108900,2017,Sep,3,1,Malveillance,NA,48.75,5.0,3.0,2.0,7.7,20.5,10.4,2.3,0.0,0.0
568,34096,FaugÃ¨res,70466,2017,Sep,2,1,Malveillance,NA,44.4,5.0,3.0,1.5,8.2,18.8,10.5,3.2,4299.0,14539.5
569,7086,Ã‰tables,80000,2017,Aug,26,17,Involontaire,travaux,61.9,8.0,3.0,2.0,7.3,16.7,10.5,3.1,3090.5,12678.0
570,26116,DonzÃ¨re,71000,2017,Sep,6,14,Involontaire,travaux,56.05,6.0,3.0,2.0,9.1,19.7,11.2,3.4,4029.0,14215.0
571,2A345,Vero,77000,2017,Aug,17,14,Malveillance,NA,57.0,7.5,3.0,2.0,11.2,19.0,11.8,1.5,4527.0,15479.5
572,2A139,Lecci,110400,2017,Aug,20,3,Malveillance,NA,55.0,6.0,3.0,1.5,12.1,20.6,12.2,3.1,4333.0,15127.0
573,34181,NeffiÃ¨s,437143,2017,Sep,6,18,Malveillance,NA,40.25,5.0,2.0,1.0,10.35,20.85,11.0,2.7,4299.0,14539.5
574,13055,Marseille,55000,2017,Jul,24,15,Malveillance,NA,19.7,2.5,1.5,0.5,11.0,19.8,11.7,2.9,4663.0,16366.0
575,6050,Coursegoules,54150,2017,Sep,17,10,Involontaire,particulier,66.1,6.0,3.0,2.0,7.3,15.2,8.5,1.3,0.0,0.0
576,34145,Lunel,193045,2017,Sep,11,15,Involontaire,particulier,51.85,4.0,2.0,2.0,9.7,20.4,12.3,2.5,4205.0,15149.0
577,34235,Rosis,447964,2017,Sep,12,18,Malveillance,NA,52.5,3.0,3.0,2.0,8.3,17.4,9.6,5.3,3138.0,12100.0
578,2B079,Castello-di-Rostino,99100,2017,Sep,21,15,Malveillance,NA,42.3,5.0,2.0,1.0,9.7,18.3,11.4,2.6,4212.0,14636.0
579,6077,LucÃ©ram,116600,2017,Sep,20,19,Naturelle,NA,73.35,6.0,4.0,2.0,5.1,12.5,7.8,2.3,0.0,0.0
580,2B301,San-Gavino-di-Tenda,80000,2017,Sep,26,12,Malveillance,NA,48.4,6.0,3.0,2.0,9.45,18.4,8.9,2.7,0.0,0.0
581,83142,Trigance,300000,2017,Oct,8,14,Accidentelle,NA,64.7,6.0,4.0,2.0,5.7,16.1,9.1,3.3,0.0,0.0
582,34211,Poujol-sur-Orb (Le),53170,2017,Oct,5,14,Involontaire,travaux,57.95,6.0,3.0,2.0,8.2,18.8,10.5,3.2,3138.0,12100.0
583,34281,Saint-Pargoire,846900,2017,Oct,6,5,Malveillance,NA,38.1,4.0,2.0,1.0,8.2,19.7,10.95,2.2,4120.0,14757.0
584,34170,Montouliers,523700,2017,Oct,7,13,Involontaire,particulier,32.15,5.0,2.0,1.0,10.2,20.5,11.0,3.9,3965.0,14346.5
585,6066,Gilette,125140,2017,Oct,7,6,Involontaire,particulier,63.8,5.0,3.0,2.0,6.9,16.4,9.0,3.95,0.0,0.0
586,34213,Poussan,100530,2017,Oct,8,16,Involontaire,particulier,42.7,4.0,2.0,1.0,11.6,17.9,11.9,4.8,4104.0,14498.0
587,2B116,Focicchia,97000,2017,Oct,17,15,Malveillance,NA,33.9,6.0,2.0,1.0,10.7,18.4,10.9,1.7,4232.0,15515.0
588,4008,Annot,208400,2017,Sep,17,12,Accidentelle,NA,83.4,8.0,5.0,3.0,4.8,16.8,7.7,1.4,0.0,0.0
589,4148,Peyroules,120000,2017,Sep,22,13,Malveillance,NA,62.5,6.0,4.0,2.0,2.4,16.3,7.7,1.8,0.0,0.0
590,48008,Arzenc-de-Randon,135000,2017,Mar,16,11,Involontaire,travaux,78.65,10.0,5.0,2.0,2.25,11.55,7.3,7.0,3282.0,11861.5
591,4120,Val d'Oronaye,767100,2017,Oct,5,13,Involontaire,travaux,74.6,6.5,4.0,3.0,-1.8,4.9,4.3,2.3,0.0,0.0
592,30085,Collias,110000,2017,Jun,23,16,Accidentelle,NA,51.1,5.0,3.0,2.0,8.35,18.6,11.1,3.1,4324.5,14620.0
593,7139,Laviolle,133000,2017,Mar,18,14,Involontaire,travaux,94.25,8.0,4.0,3.0,6.85,18.2,9.6,2.6,3297.0,12155.0
594,13038,Fontvieille,223600,2017,Oct,24,15,Involontaire,travaux,42.95,4.0,2.0,1.0,10.2,20.2,11.4,3.3,4579.5,15856.5
595,4023,Bayons,398600,2017,Mar,17,11,Involontaire,particulier,61.3,7.0,4.0,2.0,2.95,17.05,8.7,1.2,4490.0,16015.0
596,4139,Noyers-sur-Jabron,152300,2017,Mar,17,19,Involontaire,travaux,63.85,6.0,4.0,2.0,4.9,20.0,10.9,1.8,4433.0,13701.0
597,26123,Establet,68000,2017,Oct,29,13,Involontaire,particulier,71.5,7.0,4.0,2.0,5.1,15.0,8.5,1.3,3396.0,11939.0
598,66014,Baixas,180000,2017,Aug,7,13,Involontaire,travaux,29.25,4.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
599,48130,Rousses,168600,2017,Aug,21,14,Involontaire,particulier,71.55,7.0,4.0,2.0,5.6,15.5,8.5,6.4,0.0,0.0
600,48096,Meyrueis,147400,2017,Aug,5,15,Malveillance,NA,67.7,9.0,4.0,2.0,5.3,14.4,8.4,3.0,0.0,0.0
601,66066,Enveitg,60000,2017,Mar,15,17,Involontaire,travaux,49.15,7.0,3.0,1.0,3.6,12.6,6.85,2.8,4173.0,15741.0
602,66011,Bages,350000,2017,Sep,2,12,Malveillance,NA,28.95,4.0,2.0,1.0,9.5,19.2,11.8,4.5,4099.0,14633.5
603,66108,Millas,50000,2017,Sep,5,14,Involontaire,travaux,32.35,5.0,2.0,1.0,8.8,19.5,10.95,2.6,2808.0,11152.0
604,12076,Conques-en-Rouergue,120000,2018,Feb,27,14,Malveillance,NA,71.25,9.5,5.0,2.0,5.4,14.6,9.65,3.4,3345.0,11451.0
605,43082,Cronce,76568,2018,Apr,21,12,Accidentelle,NA,55.9,8.0,4.0,2.0,4.7,17.5,8.3,2.1,3281.0,12473.0
606,46176,Livernon,70000,2018,Aug,6,12,Accidentelle,NA,81.9,10.0,5.0,3.0,6.6,20.3,10.4,3.1,3493.0,13687.0
607,23062,ChÃ©niers,300000,2018,Oct,6,14,Accidentelle,NA,66.9,11.0,4.0,2.0,8.75,18.95,10.75,1.8,2711.0,10861.0
608,12025,Belmont-sur-Rance,50000,2018,Aug,9,11,Involontaire,travaux,58.5,8.0,4.0,2.0,5.7,16.6,10.6,3.3,3474.0,13343.0
609,12228,Saint-Izaire,80000,2018,Jul,9,16,Involontaire,travaux,68.5,9.0,5.0,2.0,7.5,17.0,10.4,2.5,3474.0,13343.0
610,40243,Rion-des-Landes,78000,2018,Sep,11,13,Involontaire,travaux,77.6,10.0,5.0,3.0,7.9,19.75,12.0,1.9,3244.0,12574.0
611,47215,Pujols,80000,2018,Mar,22,14,Involontaire,particulier,80.5,11.5,6.0,3.0,8.25,19.65,11.4,2.0,3286.0,13089.0
612,7012,Arcens,50000,2018,Apr,21,16,Involontaire,travaux,53.0,5.0,3.0,2.0,4.5,12.85,8.5,3.7,3206.0,12438.0
613,83059,Forcalqueiret,110000,2018,Apr,27,14,Involontaire,particulier,68.9,6.0,3.0,2.0,8.8,19.8,12.1,1.1,4166.0,15036.0
614,34213,Poussan,113330,2018,Jul,10,16,Involontaire,particulier,42.7,4.0,2.0,1.0,11.6,17.9,11.9,4.8,4104.0,14498.0
615,34032,BÃ©ziers,90429,2018,Jul,11,16,Involontaire,particulier,48.05,3.0,2.5,2.0,9.5,19.5,11.8,4.0,4299.0,14539.5
616,66190,Salses-le-ChÃ¢teau,100000,2018,Jun,18,1,Accidentelle,NA,27.8,4.0,2.0,1.0,17.5,25.2,12.1,3.4,4055.0,14416.0
617,2B055,Campitello,100000,2018,Jan,28,12,Malveillance,NA,52.3,6.0,3.0,2.0,9.7,18.3,12.3,2.3,4212.0,14636.0
