code_INSEE,latitude,longitude,altitude_med
4179,44.2368,6.0526,1070.0
34221,43.7238,3.604,58.0
34230,43.8562,3.2635,729.0
34162,43.4709,3.5067,22.0
66193,42.5736,2.324,457.0
7330,44.3982,4.4024,120.0
7134,44.5051,4.2875,220.0
83076,43.3435,5.8899,300.0
34318,43.8286,3.953,67.0
4086,44.4137,6.684,1510.0
4209,44.1993,5.9276,485.0
48028,44.3992,3.6364,903.0
34087,43.5395,3.7024,34.0
34209,43.3025,3.3458,15.0
6002,43.8973,6.8108,1525.0
2A099,41.932,9.1848,928.0
7085,45.0254,4.5968,367.0
7129,44.9767,4.5911,367.0
30295,44.0582,4.441,135.0
13019,43.453,5.3467,163.0
7161,44.7214,4.1977,602.0
7028,44.3575,4.2553,251.0
48050,44.348,3.6415,903.0
11095,43.1651,2.5851,130.0
6104,43.7638,7.4576,75.0
66046,42.8213,2.3781,347.0
26367,44.3971,5.0995,270.0
11132,43.1282,2.7139,85.0
84091,44.1784,4.7587,55.0
30337,44.0647,4.4851,135.0
4090,44.0183,6.6627,1090.0
4061,44.1602,6.6585,1642.0
2A024,41.811,9.0929,1018.0
7226,44.9502,4.2623,1190.0
7200,44.7201,4.1409,1185.0
50041,49.6547,-1.8214,140.0
