id,code_INSEE,surface_parcourue_m2,annee,mois,jour,heure,nature_inc_prim,nature_inc_sec,altitude_med,altitude_zone
355,12082,70000.0,2016,Jul,19,9,Involontaire,travaux,729.0,Basse
356,12076,50000.0,2016,Aug,15,16,Accidentelle,NA,320.0,Basse
357,46183,220000.0,2016,Aug,16,21,Naturelle,NA,281.0,Basse
358,18219,93300.0,2016,Aug,11,16,Accidentelle,NA,155.0,Basse
359,81066,800000.0,2016,Sep,5,15,Accidentelle,NA,198.0,Basse
360,58081,80000.0,2016,Aug,30,12,Malveillance,NA,216.0,Basse
361,17038,104100.0,2016,Aug,16,18,Malveillance,NA,66.0,Basse
362,17074,52600.0,2016,Sep,12,15,Malveillance,NA,96.0,Basse
363,17110,220000.0,2016,Sep,12,16,Malveillance,NA,66.0,Basse
364,47234,50050.0,2016,Sep,13,19,Involontaire,travaux,140.0,Basse
365,33273,80000.0,2016,Sep,8,15,Accidentelle,NA,60.0,Basse
366,2B183,60000.0,2016,Mar,31,12,Malveillance,NA,140.0,Basse
367,2B281,200000.0,2016,Apr,2,18,Malveillance,NA,354.0,Basse
368,2B109,50000.0,2016,Apr,1,21,Malveillance,NA,300.0,Basse
369,6142,107161.0,2016,Mar,26,14,Involontaire,particulier,843.0,Basse
370,48166,104100.0,2016,Mar,26,14,Involontaire,particulier,903.0,Basse
371,48194,151100.0,2016,Mar,26,14,Involontaire,travaux,610.0,Basse
372,84034,200000.0,2016,Mar,23,12,Malveillance,NA,54.0,Basse
373,6098,60324.0,2016,Apr,12,10,Involontaire,particulier,860.0,Basse
374,6074,131743.0,2016,Apr,12,15,Malveillance,NA,485.0,Basse
375,2B159,83700.0,2016,Apr,18,19,Malveillance,NA,278.0,Basse
376,2B313,90000.0,2016,Apr,18,21,Malveillance,NA,14.0,Basse
377,34103,140300.0,2016,Apr,19,13,Malveillance,NA,40.0,Basse
378,34004,142600.0,2016,May,5,12,Involontaire,particulier,219.0,Basse
379,7202,200000.0,2016,Mar,15,17,Involontaire,travaux,400.0,Basse
380,6074,62601.0,2016,May,28,22,Malveillance,NA,485.0,Basse
381,34166,425000.0,2016,Jun,27,15,Involontaire,particulier,15.0,Basse
382,11198,140300.0,2016,Jun,30,17,Malveillance,NA,125.0,Basse
383,2B096,248000.0,2016,Jun,27,14,Involontaire,particulier,1372.0,Haute
384,66143,600000.0,2016,Jun,21,16,Involontaire,travaux,167.0,Basse
385,66030,50000.0,2016,Jun,25,11,Malveillance,NA,182.0,Basse
386,66030,200000.0,2016,Jul,5,4,Accidentelle,NA,182.0,Basse
387,66140,150000.0,2016,Jul,5,12,Accidentelle,NA,110.0,Basse
388,11308,144520.0,2016,Jul,7,12,Involontaire,travaux,134.0,Basse
389,11273,185068.0,2016,Jul,14,21,Malveillance,NA,80.0,Basse
390,11099,829689.0,2016,Jul,16,16,Accidentelle,NA,120.0,Basse
391,83069,73000.0,2016,Jul,14,18,Involontaire,particulier,6.0,Basse
392,83064,75000.0,2016,Jul,15,16,Involontaire,particulier,189.0,Basse
393,2B143,80000.0,2016,Jul,15,17,Malveillance,NA,78.0,Basse
394,13026,1000000.0,2016,Jul,13,21,Malveillance,NA,9.0,Basse
395,13056,460000.0,2016,Jul,15,19,Malveillance,NA,12.0,Basse
396,34032,87000.0,2016,Jul,13,12,Involontaire,particulier,50.0,Basse
397,34225,51500.0,2016,Jul,19,14,Accidentelle,NA,83.0,Basse
398,2B355,464200.0,2016,Jul,19,21,Malveillance,NA,70.0,Basse
399,66180,100000.0,2016,Jul,13,14,Involontaire,particulier,3.0,Basse
400,66071,150000.0,2016,Jul,16,15,Malveillance,NA,182.0,Basse
401,11144,121304.0,2016,Jul,17,19,Involontaire,particulier,42.0,Basse
402,48004,229000.0,2016,Apr,20,11,Involontaire,particulier,900.0,Basse
403,11262,324079.0,2016,Jan,15,22,Malveillance,NA,13.0,Basse
404,34145,51700.0,2016,Jun,27,14,Accidentelle,NA,10.0,Basse
405,34163,127500.0,2016,Jul,10,12,Involontaire,particulier,100.0,Basse
406,11390,102861.0,2016,Feb,5,16,Involontaire,travaux,85.0,Basse
407,2B320,51000.0,2016,Aug,2,11,Malveillance,NA,78.0,Basse
408,34148,101700.0,2016,Aug,5,14,Malveillance,NA,26.0,Basse
409,2B009,66000.0,2016,Aug,6,14,Malveillance,NA,41.0,Basse
410,2B185,97300.0,2016,Aug,7,10,Malveillance,NA,54.0,Basse
411,66106,400000.0,2016,Jul,18,12,Involontaire,particulier,565.0,Basse
412,30181,52692.0,2016,Aug,10,13,Malveillance,NA,108.0,Basse
413,30141,102268.0,2016,Aug,11,16,Involontaire,travaux,43.0,Basse
414,11162,74533.0,2016,Aug,2,16,Involontaire,travaux,302.0,Basse
415,34285,287500.0,2016,Aug,10,16,Malveillance,NA,22.0,Basse
416,11022,90908.0,2016,Aug,10,20,Malveillance,NA,131.0,Basse
417,66164,500000.0,2016,Jul,27,14,Involontaire,particulier,42.0,Basse
418,66205,331900.0,2016,Aug,1,17,Malveillance,NA,182.0,Basse
419,66212,150000.0,2016,Aug,6,18,Malveillance,NA,7.0,Basse
420,66008,50000.0,2016,Aug,13,15,Malveillance,NA,5.0,Basse
421,11148,211482.0,2016,Aug,21,14,Accidentelle,NA,56.0,Basse
422,11361,52980.0,2016,Aug,21,16,Involontaire,travaux,180.0,Basse
423,2B251,399600.0,2016,Aug,8,13,Malveillance,NA,82.0,Basse
424,13001,414600.0,2016,Aug,1,15,Malveillance,NA,215.0,Basse
425,66030,90000.0,2016,Aug,22,8,Malveillance,NA,182.0,Basse
426,13056,57600.0,2016,Aug,1,19,Malveillance,NA,12.0,Basse
427,13118,50900.0,2016,Aug,6,15,Involontaire,particulier,198.0,Basse
428,13097,166400.0,2016,Aug,6,22,Malveillance,NA,12.0,Basse
429,2B105,80000.0,2016,Aug,24,10,Malveillance,NA,179.0,Basse
430,2B238,340039.0,2016,Aug,24,11,Malveillance,NA,350.0,Basse
431,2B009,88000.0,2016,Aug,26,12,Malveillance,NA,41.0,Basse
432,2B096,784900.0,2016,Aug,22,14,Malveillance,NA,1372.0,Haute
433,2B148,100135.0,2016,Aug,25,14,Malveillance,NA,37.0,Basse
434,2B116,263500.0,2016,Aug,25,14,Malveillance,NA,179.0,Basse
435,84030,80000.0,2016,Aug,27,16,Malveillance,NA,98.0,Basse
436,2B148,53500.0,2016,Aug,26,11,Involontaire,particulier,37.0,Basse
437,34073,67600.0,2016,Sep,5,12,Accidentelle,NA,15.0,Basse
438,11286,263087.0,2016,Sep,5,23,Malveillance,NA,125.0,Basse
439,11410,107055.0,2016,Sep,7,15,Involontaire,particulier,120.0,Basse
440,66030,80000.0,2016,Sep,9,14,Malveillance,NA,182.0,Basse
441,34291,230800.0,2016,Sep,11,1,Malveillance,NA,955.0,Basse
442,2B299,300000.0,2016,Jan,11,20,Involontaire,travaux,185.0,Basse
443,34055,100000.0,2016,Sep,23,10,Involontaire,travaux,424.0,Basse
444,34055,55000.0,2016,Sep,24,8,Involontaire,travaux,424.0,Basse
445,66048,150000.0,2016,Mar,8,13,Involontaire,travaux,72.0,Basse
446,66016,77000.0,2016,Sep,24,15,Involontaire,particulier,72.0,Basse
447,2B140,98500.0,2016,Sep,28,12,Malveillance,NA,480.0,Basse
448,7018,240000.0,2016,Sep,24,22,Malveillance,NA,1230.0,Haute
449,66192,80000.0,2016,Sep,28,14,Involontaire,particulier,1151.0,Haute
450,34235,396200.0,2016,Oct,10,13,Malveillance,NA,900.0,Basse
451,5164,60000.0,2016,Dec,1,11,Involontaire,particulier,765.0,Basse
452,66190,535000.0,2016,Oct,11,11,Involontaire,travaux,7.0,Basse
453,6103,323050.0,2016,Dec,29,13,Malveillance,NA,625.0,Basse
454,4193,81000.0,2016,Dec,27,13,Involontaire,particulier,1908.0,Haute
455,30154,65079.0,2016,Mar,24,11,Involontaire,travaux,485.0,Basse
456,30169,85420.0,2016,Sep,8,11,Malveillance,NA,24.0,Basse
457,6049,72200.0,2016,Mar,9,15,Malveillance,NA,985.0,Basse
458,43171,100000.0,2017,Feb,23,15,Involontaire,particulier,985.0,Basse
459,73235,74700.0,2017,Feb,23,16,Involontaire,particulier,460.0,Basse
460,12168,100000.0,2017,Mar,16,13,Accidentelle,NA,794.0,Basse
461,43155,50000.0,2017,Aug,14,22,Involontaire,particulier,985.0,Basse
462,81163,50000.0,2017,Aug,29,23,Malveillance,NA,718.0,Basse
463,16061,150000.0,2017,Jun,24,13,Involontaire,travaux,161.0,Basse
464,16255,70500.0,2017,Jun,18,12,Involontaire,travaux,162.0,Basse
465,45015,150000.0,2017,Jul,21,13,Involontaire,travaux,127.0,Basse
466,97410,50000.0,2017,Sep,16,9,Malveillance,NA,850.0,Basse
467,31573,100000.0,2017,Jul,18,17,Accidentelle,NA,118.0,Basse
468,31085,60000.0,2017,Jan,7,13,Involontaire,travaux,800.0,Basse
469,31222,120000.0,2017,Apr,22,16,Accidentelle,NA,500.0,Basse
470,15156,60000.0,2017,Apr,8,16,Involontaire,travaux,762.0,Basse
471,15149,60000.0,2017,Apr,16,12,Involontaire,travaux,930.0,Basse
472,15113,100000.0,2017,Apr,24,16,Involontaire,travaux,1060.0,Haute
473,97415,96000.0,2017,Nov,3,4,Malveillance,NA,1200.0,Haute
474,24465,55000.0,2017,Apr,21,17,Involontaire,travaux,120.0,Basse
475,40167,60000.0,2017,Feb,21,14,Involontaire,particulier,89.0,Basse
476,65045,300000.0,2017,Mar,17,13,Involontaire,travaux,1105.0,Haute
477,66069,100000.0,2017,Oct,12,12,Involontaire,travaux,42.0,Basse
478,66016,200000.0,2017,Nov,6,11,Accidentelle,NA,72.0,Basse
479,2A019,53000.0,2017,Apr,1,19,Malveillance,NA,414.0,Basse
480,6146,151250.0,2017,Apr,7,13,Malveillance,NA,630.0,Basse
481,2A041,84300.0,2017,Sep,13,22,Accidentelle,NA,107.0,Basse
482,6077,79300.0,2017,Jan,6,11,Involontaire,travaux,1420.0,Haute
483,7153,213000.0,2017,Mar,21,17,Malveillance,NA,550.0,Basse
484,5038,233900.0,2017,Apr,25,13,Malveillance,NA,1825.0,Haute
485,26354,55000.0,2017,Apr,24,12,Involontaire,particulier,1010.0,Haute
486,7141,124800.0,2017,Apr,15,20,Malveillance,NA,360.0,Basse
487,48165,60400.0,2017,Feb,26,14,Involontaire,travaux,1150.0,Haute
488,48020,199000.0,2017,Feb,26,15,Involontaire,travaux,1042.0,Haute
489,30190,239135.0,2017,Apr,19,12,Involontaire,travaux,367.0,Basse
490,13039,53000.0,2017,Jun,6,19,Malveillance,NA,1.0,Basse
491,34237,185147.0,2017,Jun,11,10,Involontaire,particulier,73.0,Basse
492,6074,233030.0,2017,Jan,13,17,Malveillance,NA,485.0,Basse
493,6157,61220.0,2017,Jan,25,14,Involontaire,travaux,299.0,Basse
494,34103,67435.0,2017,Jun,24,22,Malveillance,NA,40.0,Basse
495,34183,80000.0,2017,Jun,25,12,Involontaire,particulier,33.0,Basse
496,2B185,75000.0,2017,Jun,24,11,Malveillance,NA,54.0,Basse
497,13039,184270.0,2017,Jun,24,15,Malveillance,NA,1.0,Basse
498,34135,80000.0,2017,Jun,25,18,Accidentelle,NA,37.0,Basse
499,2B123,280000.0,2017,Jun,28,16,Malveillance,NA,61.0,Basse
500,13098,143400.0,2017,Jun,30,16,Malveillance,NA,4.0,Basse
501,83101,156400.0,2017,Jun,7,13,Involontaire,travaux,31.0,Basse
502,4020,57500.0,2017,Feb,16,11,Involontaire,particulier,886.0,Basse
503,5101,100300.0,2017,Jan,5,13,Involontaire,particulier,1270.0,Haute
504,6157,342850.0,2017,Jul,3,17,Accidentelle,NA,299.0,Basse
505,34214,93500.0,2017,Jul,6,12,Malveillance,NA,73.0,Basse
506,5108,144800.0,2017,Feb,23,15,Involontaire,particulier,873.0,Basse
507,66053,50000.0,2017,Jun,19,18,Involontaire,particulier,72.0,Basse
508,2B314,260000.0,2017,Jul,6,15,Accidentelle,NA,480.0,Basse
509,34031,62000.0,2017,Jul,11,16,Malveillance,NA,20.0,Basse
510,2B079,75000.0,2017,Jul,17,11,Malveillance,NA,499.0,Basse
511,2B290,62000.0,2017,Jul,17,13,Malveillance,NA,844.0,Basse
512,2B355,200000.0,2017,Jul,17,14,Involontaire,particulier,70.0,Basse
513,34013,71800.0,2017,Jul,13,11,Involontaire,travaux,40.0,Basse
514,4160,79300.0,2017,Jul,18,14,Involontaire,travaux,455.0,Basse
515,48100,50000.0,2017,Jan,7,15,Involontaire,travaux,1080.0,Haute
516,6050,80370.0,2017,Feb,21,14,Malveillance,NA,985.0,Basse
517,2A103,130000.0,2017,Jun,22,14,Involontaire,particulier,600.0,Basse
518,2A198,50000.0,2017,Jul,8,10,Malveillance,NA,28.0,Basse
519,2A323,210000.0,2017,Jul,8,12,Malveillance,NA,433.0,Basse
520,6156,99010.0,2017,Feb,26,10,Involontaire,particulier,1130.0,Haute
521,2A215,51400.0,2017,Jul,16,13,Accidentelle,NA,100.0,Basse
522,2B009,613700.0,2017,Jul,24,10,Malveillance,NA,41.0,Basse
523,2B143,382800.0,2017,Jul,24,16,Malveillance,NA,78.0,Basse
524,13072,964000.0,2017,Jul,26,10,Involontaire,particulier,201.0,Basse
525,6034,906980.0,2017,Jul,17,14,Involontaire,particulier,78.0,Basse
526,6130,154930.0,2017,Jul,24,15,Malveillance,NA,708.0,Basse
527,30189,103558.0,2017,Jul,25,14,Malveillance,NA,39.0,Basse
528,30351,174628.0,2017,Jul,26,14,Malveillance,NA,20.0,Basse
529,4020,577600.0,2017,Feb,25,13,Involontaire,particulier,886.0,Basse
530,4218,84100.0,2017,Feb,25,16,Involontaire,travaux,968.0,Basse
531,34166,119550.0,2017,Jul,24,12,Malveillance,NA,15.0,Basse
532,66138,70000.0,2017,Jul,17,14,Malveillance,NA,42.0,Basse
533,66024,60000.0,2017,Jul,18,17,Involontaire,particulier,148.0,Basse
534,13047,58200.0,2017,Jul,31,15,Malveillance,NA,1.0,Basse
535,34116,68876.0,2017,Jul,28,14,Malveillance,NA,100.0,Basse
536,13001,138100.0,2017,Aug,1,14,Involontaire,particulier,215.0,Basse
537,13047,725200.0,2017,Aug,1,14,Malveillance,NA,1.0,Basse
538,26022,120000.0,2017,Jul,17,15,Involontaire,travaux,660.0,Basse
539,2A249,160000.0,2017,Jul,25,10,Malveillance,NA,5.0,Basse
540,2A017,610000.0,2017,Aug,2,12,Malveillance,NA,317.0,Basse
541,2A001,57635.0,2017,Aug,2,13,Malveillance,NA,235.0,Basse
542,2A004,50000.0,2017,Aug,4,11,Involontaire,particulier,86.0,Basse
543,34181,57370.0,2017,Aug,5,17,Involontaire,particulier,122.0,Basse
544,66130,50000.0,2017,Feb,16,16,Involontaire,travaux,1446.0,Haute
545,66003,50000.0,2017,Feb,22,14,Malveillance,NA,252.0,Basse
546,83119,70000.0,2017,Jul,24,21,Involontaire,particulier,31.0,Basse
547,13077,336300.0,2017,Aug,10,18,Malveillance,NA,4.0,Basse
548,2B123,150000.0,2017,Mar,7,12,Malveillance,NA,61.0,Basse
549,30081,194649.0,2017,Aug,12,12,Involontaire,travaux,63.0,Basse
550,6101,89033.0,2017,Aug,3,11,Involontaire,travaux,860.0,Basse
551,30258,100000.0,2017,Aug,15,16,Involontaire,travaux,94.0,Basse
552,2B277,50000.0,2017,Aug,11,11,Malveillance,NA,198.0,Basse
553,7251,96000.0,2017,Jan,7,15,Malveillance,NA,500.0,Basse
554,34076,74920.0,2017,Aug,20,19,Malveillance,NA,110.0,Basse
555,4024,216100.0,2017,Feb,22,15,Involontaire,travaux,920.0,Basse
556,2B039,108333.0,2017,Aug,21,12,Malveillance,NA,499.0,Basse
557,4171,135600.0,2017,Aug,11,8,Accidentelle,NA,1110.0,Haute
558,84084,660000.0,2017,Aug,11,17,Malveillance,NA,250.0,Basse
559,84050,180300.0,2017,Aug,13,16,Accidentelle,NA,488.0,Basse
560,34341,52321.0,2017,Jan,21,23,Involontaire,travaux,34.0,Basse
561,4070,115700.0,2017,Aug,23,16,Malveillance,NA,595.0,Basse
562,30105,100000.0,2017,Aug,29,12,Malveillance,NA,1107.0,Haute
563,83061,347000.0,2017,Sep,1,16,Involontaire,particulier,18.0,Basse
564,2B292,210500.0,2017,Sep,2,12,Malveillance,NA,179.0,Basse
565,2B292,255700.0,2017,Sep,2,12,Malveillance,NA,179.0,Basse
566,2B143,400000.0,2017,Sep,2,16,Malveillance,NA,78.0,Basse
567,13073,108900.0,2017,Sep,3,1,Malveillance,NA,201.0,Basse
568,34096,70466.0,2017,Sep,2,1,Malveillance,NA,184.0,Basse
569,7086,80000.0,2017,Aug,26,17,Involontaire,travaux,160.0,Basse
570,26116,71000.0,2017,Sep,6,14,Involontaire,travaux,90.0,Basse
571,2A345,77000.0,2017,Aug,17,14,Malveillance,NA,291.0,Basse
572,2A139,110400.0,2017,Aug,20,3,Malveillance,NA,88.0,Basse
573,34181,437143.0,2017,Sep,6,18,Malveillance,NA,122.0,Basse
574,13055,55000.0,2017,Jul,24,15,Malveillance,NA,1.0,Basse
575,6050,54150.0,2017,Sep,17,10,Involontaire,particulier,985.0,Basse
576,34145,193045.0,2017,Sep,11,15,Involontaire,particulier,10.0,Basse
577,34235,447964.0,2017,Sep,12,18,Malveillance,NA,900.0,Basse
578,2B079,99100.0,2017,Sep,21,15,Malveillance,NA,499.0,Basse
579,6077,116600.0,2017,Sep,20,19,Naturelle,NA,1420.0,Haute
580,2B301,80000.0,2017,Sep,26,12,Malveillance,NA,480.0,Basse
581,83142,300000.0,2017,Oct,8,14,Accidentelle,NA,884.0,Basse
582,34211,53170.0,2017,Oct,5,14,Involontaire,travaux,190.0,Basse
583,34281,846900.0,2017,Oct,6,5,Malveillance,NA,38.0,Basse
584,34170,523700.0,2017,Oct,7,13,Involontaire,particulier,31.0,Basse
585,6066,125140.0,2017,Oct,7,6,Involontaire,particulier,723.0,Basse
586,34213,100530.0,2017,Oct,8,16,Involontaire,particulier,34.0,Basse
587,2B116,97000.0,2017,Oct,17,15,Malveillance,NA,179.0,Basse
588,4008,208400.0,2017,Sep,17,12,Accidentelle,NA,705.0,Basse
589,4148,120000.0,2017,Sep,22,13,Malveillance,NA,967.0,Basse
590,48008,135000.0,2017,Mar,16,11,Involontaire,travaux,1300.0,Haute
591,4120,767100.0,2017,Oct,5,13,Involontaire,travaux,1700.0,Haute
592,30085,110000.0,2017,Jun,23,16,Accidentelle,NA,135.0,Basse
593,7139,133000.0,2017,Mar,18,14,Involontaire,travaux,428.0,Basse
594,13038,223600.0,2017,Oct,24,15,Involontaire,travaux,10.0,Basse
595,4023,398600.0,2017,Mar,17,11,Involontaire,particulier,886.0,Basse
596,4139,152300.0,2017,Mar,17,19,Involontaire,travaux,520.0,Basse
597,26123,68000.0,2017,Oct,29,13,Involontaire,particulier,1017.0,Haute
598,66014,180000.0,2017,Aug,7,13,Involontaire,travaux,42.0,Basse
599,48130,168600.0,2017,Aug,21,14,Involontaire,particulier,812.0,Basse
600,48096,147400.0,2017,Aug,5,15,Malveillance,NA,1054.0,Haute
601,66066,60000.0,2017,Mar,15,17,Involontaire,travaux,1446.0,Haute
602,66011,350000.0,2017,Sep,2,12,Malveillance,NA,13.0,Basse
603,66108,50000.0,2017,Sep,5,14,Involontaire,travaux,103.0,Basse
604,12076,120000.0,2018,Feb,27,14,Malveillance,NA,320.0,Basse
605,43082,76568.0,2018,Apr,21,12,Accidentelle,NA,1015.0,Haute
606,46176,70000.0,2018,Aug,6,12,Accidentelle,NA,405.0,Basse
607,23062,300000.0,2018,Oct,6,14,Accidentelle,NA,397.0,Basse
608,12025,50000.0,2018,Aug,9,11,Involontaire,travaux,345.0,Basse
609,12228,80000.0,2018,Jul,9,16,Involontaire,travaux,266.0,Basse
610,40243,78000.0,2018,Sep,11,13,Involontaire,travaux,77.0,Basse
611,47215,80000.0,2018,Mar,22,14,Involontaire,particulier,50.0,Basse
612,7012,50000.0,2018,Apr,21,16,Involontaire,travaux,450.0,Basse
613,83059,110000.0,2018,Apr,27,14,Involontaire,particulier,189.0,Basse
614,34213,113330.0,2018,Jul,10,16,Involontaire,particulier,34.0,Basse
615,34032,90429.0,2018,Jul,11,16,Involontaire,particulier,50.0,Basse
616,66190,100000.0,2018,Jun,18,1,Accidentelle,NA,7.0,Basse
617,2B055,100000.0,2018,Jan,28,12,Malveillance,NA,484.0,Basse
618,2B123,50000.0,2018,Jan,2,15,Malveillance,NA,61.0,Basse
619,30042,100023.0,2018,Aug,4,17,Malveillance,NA,132.0,Basse
620,34165,153404.0,2018,Aug,5,15,Malveillance,NA,34.0,Basse
621,34232,50420.0,2018,Aug,4,15,Involontaire,particulier,130.0,Basse
622,34036,58132.0,2018,Aug,6,14,Malveillance,NA,110.0,Basse
623,2B123,100700.0,2018,Sep,1,13,Malveillance,NA,61.0,Basse
624,2B009,90000.0,2018,Sep,1,14,Malveillance,NA,41.0,Basse
625,34281,75019.0,2018,Sep,14,5,Malveillance,NA,38.0,Basse
626,2A284,50000.0,2018,Apr,7,17,Involontaire,particulier,33.0,Basse
627,13071,123300.0,2018,Sep,23,6,Accidentelle,NA,209.0,Basse
628,34121,257367.0,2018,Sep,23,21,Malveillance,NA,390.0,Basse
629,34226,119651.0,2018,Sep,24,10,Involontaire,particulier,130.0,Basse
630,48115,134700.0,2018,Sep,25,15,Involontaire,particulier,750.0,Basse
631,2B318,880000.0,2018,Jan,3,21,Accidentelle,NA,16.0,Basse
632,34165,85968.0,2018,Oct,2,21,Malveillance,NA,34.0,Basse
633,34165,359700.0,2018,Oct,4,15,Accidentelle,NA,34.0,Basse
634,34332,507900.0,2018,Oct,3,14,Involontaire,travaux,15.0,Basse
635,66136,60000.0,2018,Jul,8,16,Involontaire,particulier,42.0,Basse
636,66190,55000.0,2018,Jul,11,13,Involontaire,particulier,7.0,Basse
637,66228,59700.0,2018,Jul,20,14,Malveillance,NA,80.0,Basse
638,2B201,70000.0,2018,Jan,3,22,Malveillance,NA,685.0,Basse
639,48162,80000.0,2018,Feb,24,20,Involontaire,travaux,903.0,Basse
640,66065,60000.0,2018,Sep,4,16,Malveillance,NA,13.0,Basse
641,66190,150000.0,2018,Sep,24,21,Involontaire,particulier,7.0,Basse
642,34286,79210.0,2018,Feb,25,14,Involontaire,travaux,620.0,Basse
643,34200,121077.0,2018,Feb,26,20,Malveillance,NA,389.0,Basse
644,6062,90000.0,2018,Mar,25,15,Involontaire,particulier,425.0,Basse
645,6074,173400.0,2018,Apr,19,19,Malveillance,NA,485.0,Basse
646,38140,140000.0,2019,Feb,15,13,Accidentelle,NA,970.0,Basse
647,39557,50000.0,2019,Feb,25,17,Malveillance,NA,320.0,Basse
648,39478,200000.0,2019,Mar,27,14,Involontaire,travaux,1156.0,Haute
649,39289,75000.0,2019,Mar,27,14,Involontaire,travaux,320.0,Basse
650,43012,117175.0,2019,Mar,30,17,Involontaire,travaux,600.0,Basse
651,21037,95448.0,2019,Apr,15,13,Involontaire,travaux,425.0,Basse
652,65428,1000000.0,2019,Jan,4,8,Involontaire,travaux,1105.0,Haute
653,65032,100000.0,2019,Mar,16,21,Involontaire,travaux,1105.0,Haute
654,55574,300000.0,2019,Jul,22,17,Involontaire,travaux,256.0,Basse
655,39377,110000.0,2019,Jul,17,11,Involontaire,travaux,305.0,Basse
656,21694,74900.0,2019,Jul,25,11,Involontaire,particulier,340.0,Basse
657,21309,160000.0,2019,Jul,17,13,Involontaire,travaux,195.0,Basse
658,52205,600000.0,2019,Jul,25,15,Involontaire,travaux,335.0,Basse
659,49154,90000.0,2019,Aug,4,14,Involontaire,particulier,75.0,Basse
660,49180,70000.0,2019,Aug,14,12,Involontaire,travaux,35.0,Basse
661,58087,86647.0,2019,Jul,30,19,Malveillance,NA,236.0,Basse
662,31334,300000.0,2019,Jul,19,13,Involontaire,travaux,200.0,Basse
663,31451,50000.0,2019,Aug,26,21,Involontaire,particulier,320.0,Basse
664,81016,120000.0,2019,Sep,15,5,Malveillance,NA,630.0,Basse
665,23067,100000.0,2019,Sep,16,16,Accidentelle,NA,772.0,Basse
666,23067,50000.0,2019,Sep,21,14,Accidentelle,NA,772.0,Basse
667,58226,97104.0,2019,Sep,20,14,Accidentelle,NA,525.0,Basse
668,12090,90000.0,2019,Jul,12,15,Involontaire,travaux,590.0,Basse
669,79153,200000.0,2019,Jul,7,19,Involontaire,travaux,106.0,Basse
670,50403,400000.0,2019,Mar,27,13,Malveillance,NA,7.0,Basse
671,3055,740000.0,2019,Aug,31,13,Accidentelle,NA,370.0,Basse
672,64255,100000.0,2019,Mar,3,15,Involontaire,particulier,135.0,Basse
673,64276,80000.0,2019,Mar,3,14,Involontaire,particulier,260.0,Basse
674,64124,950000.0,2019,Mar,3,10,Involontaire,particulier,135.0,Basse
675,64504,200000.0,2019,Feb,16,18,Involontaire,particulier,180.0,Basse
676,64477,190000.0,2019,Feb,27,11,Involontaire,travaux,252.0,Basse
677,64342,100000.0,2019,Feb,22,14,Involontaire,travaux,216.0,Basse
678,64218,50000.0,2019,Feb,17,7,Involontaire,travaux,292.0,Basse
679,64218,50005.0,2019,Feb,16,12,Involontaire,travaux,292.0,Basse
680,64298,60000.0,2019,Mar,3,17,Malveillance,NA,1327.0,Haute
681,24222,60000.0,2019,Apr,15,7,Accidentelle,NA,79.0,Basse
682,24218,50000.0,2019,Mar,24,16,Accidentelle,NA,324.0,Basse
683,33498,320000.0,2019,Aug,4,14,Naturelle,NA,7.0,Basse
684,33498,50000.0,2019,Aug,2,16,Naturelle,NA,7.0,Basse
685,33251,150000.0,2019,Apr,15,16,Involontaire,travaux,75.0,Basse
686,47186,50000.0,2019,Jul,14,15,Malveillance,NA,148.0,Basse
687,38294,79000.0,2019,Jul,16,16,Involontaire,travaux,250.0,Basse
688,1037,100000.0,2019,Feb,28,16,Involontaire,travaux,944.0,Basse
689,41275,190000.0,2019,Jul,4,15,Involontaire,travaux,85.0,Basse
690,41041,600000.0,2019,Jul,17,16,Involontaire,travaux,206.0,Basse
691,41250,82000.0,2019,Jul,22,15,Involontaire,travaux,113.0,Basse
692,41248,80300.0,2019,Jul,22,16,Involontaire,travaux,172.0,Basse
693,41088,201000.0,2019,Jul,25,16,Involontaire,travaux,95.0,Basse
694,4074,99000.0,2019,Mar,12,14,Involontaire,travaux,600.0,Basse
695,48119,72300.0,2019,Mar,17,11,Involontaire,travaux,900.0,Basse
696,6013,50000.0,2019,Mar,26,0,Malveillance,NA,625.0,Basse
697,7077,50000.0,2019,Mar,24,10,Involontaire,travaux,740.0,Basse
698,34007,256785.0,2019,Mar,29,11,Involontaire,travaux,124.0,Basse
699,34235,78396.0,2019,Mar,29,14,Malveillance,NA,900.0,Basse
700,6148,734000.0,2019,Jan,27,11,Malveillance,NA,44.0,Basse
701,83069,116000.0,2019,Jun,14,14,Malveillance,NA,6.0,Basse
702,2A272,73800.0,2019,Jun,14,10,Accidentelle,NA,62.0,Basse
703,2B002,165000.0,2019,Jun,25,10,Malveillance,NA,61.0,Basse
704,34093,124100.0,2019,Jun,29,12,Malveillance,NA,439.0,Basse
705,2B050,150000.0,2019,Jul,8,11,Involontaire,particulier,295.0,Basse
706,13117,80000.0,2019,Jul,10,18,Accidentelle,NA,9.0,Basse
707,13117,50000.0,2019,Jul,10,18,Accidentelle,NA,9.0,Basse
708,83003,380000.0,2019,Jul,2,11,Naturelle,NA,892.0,Basse
709,83082,50000.0,2019,Jul,5,15,Involontaire,travaux,892.0,Basse
710,4045,79700.0,2019,Jul,13,16,Malveillance,NA,350.0,Basse
711,34341,55253.0,2019,Jul,15,19,Malveillance,NA,34.0,Basse
712,83137,100000.0,2019,Jul,18,13,Malveillance,NA,3.0,Basse
