id,code_INSEE,surface_parcourue_m2,annee,mois,jour,heure,nature_inc_prim,nature_inc_sec,altitude_med,altitude_zone
713,34095,622900.0,2019,Jul,18,16,Involontaire,particulier,34.0,Basse
714,4004,527700.0,2019,Jul,25,13,Involontaire,travaux,450.0,Basse
715,34143,121109.0,2019,Jul,26,17,Involontaire,particulier,73.0,Basse
716,34213,171261.0,2019,Jul,30,21,Malveillance,NA,34.0,Basse
717,48065,139500.0,2019,Feb,27,14,Involontaire,travaux,1028.0,Haute
718,48194,114270.0,2019,Jul,31,14,Involontaire,travaux,610.0,Basse
719,83153,175200.0,2019,Jul,29,12,Malveillance,NA,3.0,Basse
720,34015,122869.0,2019,Aug,2,16,Involontaire,travaux,258.0,Basse
721,34268,149615.0,2019,Aug,8,11,Malveillance,NA,110.0,Basse
722,66156,670000.0,2019,Mar,6,12,Involontaire,travaux,500.0,Basse
723,34145,52989.0,2019,Aug,2,16,Involontaire,particulier,10.0,Basse
724,4113,287800.0,2019,Aug,10,12,Involontaire,particulier,595.0,Basse
725,84035,130300.0,2019,Jul,23,15,Malveillance,NA,65.0,Basse
726,2B079,120000.0,2019,Aug,14,11,Malveillance,NA,499.0,Basse
727,34056,85000.0,2019,Aug,12,17,Involontaire,travaux,20.0,Basse
728,5123,70400.0,2019,Aug,14,5,Naturelle,NA,1249.0,Haute
729,34166,206119.0,2019,Aug,3,15,Involontaire,travaux,15.0,Basse
730,30093,74723.0,2019,Aug,31,16,Naturelle,NA,160.0,Basse
731,83107,50000.0,2019,Aug,19,14,Involontaire,particulier,7.0,Basse
732,13103,82100.0,2019,Aug,14,22,Involontaire,particulier,89.0,Basse
733,13106,104400.0,2019,Sep,5,17,Involontaire,particulier,209.0,Basse
734,2B185,50000.0,2019,Sep,8,12,Malveillance,NA,54.0,Basse
735,2B222,100000.0,2019,Feb,24,10,Malveillance,NA,822.0,Basse
736,34329,55176.0,2019,Sep,4,16,Involontaire,travaux,12.0,Basse
737,34017,252400.0,2019,Sep,8,16,Malveillance,NA,22.0,Basse
738,2B143,219200.0,2019,Sep,13,14,Malveillance,NA,78.0,Basse
739,34205,112742.0,2019,Sep,4,14,Accidentelle,NA,846.0,Basse
740,26300,57300.0,2019,Feb,23,14,Malveillance,NA,1017.0,Haute
741,34235,189162.0,2019,Sep,15,12,Malveillance,NA,900.0,Basse
742,34281,326900.0,2019,Sep,5,17,Malveillance,NA,38.0,Basse
743,2B105,71400.0,2019,Sep,17,12,Malveillance,NA,179.0,Basse
744,34308,52731.0,2019,Sep,6,17,Malveillance,NA,192.0,Basse
745,34168,111935.0,2019,Sep,7,6,Malveillance,NA,122.0,Basse
746,2A048,83000.0,2019,Sep,10,11,Malveillance,NA,317.0,Basse
747,30190,87701.0,2019,Sep,5,13,Malveillance,NA,367.0,Basse
748,34045,57257.0,2019,Sep,18,12,Involontaire,particulier,200.0,Basse
749,2B355,566000.0,2019,Oct,4,10,Malveillance,NA,70.0,Basse
750,2A326,710000.0,2019,Feb,23,19,Involontaire,travaux,698.0,Basse
751,2A272,208000.0,2019,Oct,9,14,Accidentelle,NA,62.0,Basse
752,66134,50000.0,2019,Apr,12,11,Malveillance,NA,148.0,Basse
753,66212,150000.0,2019,May,30,13,Malveillance,NA,7.0,Basse
754,66182,50000.0,2019,May,30,15,Malveillance,NA,7.0,Basse
755,34210,56401.0,2019,Oct,6,17,Accidentelle,NA,46.0,Basse
756,66205,80000.0,2019,Jul,5,14,Malveillance,NA,182.0,Basse
757,84089,212100.0,2019,Sep,8,16,Accidentelle,NA,250.0,Basse
758,4144,150600.0,2019,Feb,28,17,Involontaire,travaux,1110.0,Haute
759,34281,388500.0,2019,Sep,6,6,Malveillance,NA,38.0,Basse
760,66145,50000.0,2019,Jul,15,1,Malveillance,NA,80.0,Basse
761,66008,300000.0,2019,Jul,15,13,Malveillance,NA,5.0,Basse
762,66227,365000.0,2019,Jul,15,13,Malveillance,NA,13.0,Basse
763,66168,100000.0,2019,Jul,16,13,Malveillance,NA,28.0,Basse
764,66108,880000.0,2019,Jul,16,14,Involontaire,particulier,103.0,Basse
765,66224,180000.0,2019,Aug,14,17,Malveillance,NA,7.0,Basse
766,7098,70000.0,2019,Feb,28,17,Involontaire,travaux,737.0,Basse
767,2B281,996300.0,2019,Feb,23,13,Malveillance,NA,354.0,Basse
768,66088,50000.0,2019,Aug,22,12,Involontaire,travaux,158.0,Basse
769,66016,330000.0,2019,Sep,5,5,Malveillance,NA,72.0,Basse
770,6070,80000.0,2019,Jan,12,11,Involontaire,particulier,985.0,Basse
771,34165,154537.0,2019,Jun,5,14,Malveillance,NA,34.0,Basse
772,4204,197300.0,2019,Mar,1,9,Involontaire,travaux,1110.0,Haute
773,6074,370000.0,2019,Feb,25,12,Malveillance,NA,485.0,Basse
774,6153,342100.0,2019,Mar,4,15,Malveillance,NA,1058.0,Haute
775,7121,90000.0,2019,Mar,4,15,Malveillance,NA,1056.0,Haute
776,48198,100000.0,2019,Feb,13,15,Involontaire,travaux,900.0,Basse
777,48015,85000.0,2019,Feb,16,10,Involontaire,travaux,803.0,Basse
778,48061,57700.0,2019,Feb,27,15,Involontaire,travaux,903.0,Basse
779,48166,143500.0,2019,Feb,28,15,Involontaire,travaux,903.0,Basse
780,48162,220000.0,2019,Feb,27,15,Involontaire,travaux,903.0,Basse
781,43246,100000.0,2020,Apr,15,12,Involontaire,particulier,603.0,Basse
782,82131,80000.0,2020,Jul,13,14,Accidentelle,NA,266.0,Basse
783,2305,100000.0,2020,Jul,27,16,Accidentelle,NA,215.0,Basse
784,82187,700000.0,2020,Aug,10,14,Accidentelle,NA,319.0,Basse
785,89021,370000.0,2020,Jul,13,15,Malveillance,NA,302.0,Basse
786,58107,216242.0,2020,Aug,27,18,Involontaire,travaux,300.0,Basse
787,46072,120000.0,2020,Sep,10,16,Involontaire,travaux,230.0,Basse
788,43156,62000.0,2020,Sep,18,13,Accidentelle,NA,1050.0,Haute
789,58270,75250.0,2020,Sep,14,15,Involontaire,travaux,285.0,Basse
790,89044,50000.0,2020,Sep,14,17,Accidentelle,NA,210.0,Basse
791,89419,72000.0,2020,Sep,15,17,Involontaire,travaux,200.0,Basse
792,3217,250000.0,2020,Aug,25,13,Malveillance,NA,275.0,Basse
793,3155,55000.0,2020,Sep,18,18,Accidentelle,NA,225.0,Basse
794,45315,50500.0,2020,Jul,7,16,Involontaire,travaux,144.0,Basse
795,45098,100000.0,2020,Jul,27,13,Involontaire,particulier,110.0,Basse
796,77186,50000.0,2020,Aug,7,12,Involontaire,particulier,81.0,Basse
797,87064,140000.0,2020,Aug,11,21,Accidentelle,NA,400.0,Basse
798,97408,108106.0,2020,Oct,31,14,Accidentelle,NA,915.0,Basse
799,31581,200000.0,2020,Aug,7,15,Malveillance,NA,100.0,Basse
800,79246,80000.0,2020,Jul,30,17,Accidentelle,NA,83.0,Basse
801,79154,70000.0,2020,Aug,4,11,Involontaire,travaux,106.0,Basse
802,15038,50000.0,2020,Apr,11,15,Involontaire,travaux,655.0,Basse
803,15250,180000.0,2020,Aug,6,12,Involontaire,travaux,470.0,Basse
804,24485,80000.0,2020,Jul,14,17,Accidentelle,NA,130.0,Basse
805,24294,50000.0,2020,Sep,3,14,Malveillance,NA,29.0,Basse
806,64067,71000.0,2020,Sep,17,13,Involontaire,travaux,213.0,Basse
807,64223,700000.0,2020,Feb,24,14,Involontaire,travaux,1074.0,Haute
808,64559,50000.0,2020,Sep,18,13,Malveillance,NA,130.0,Basse
809,40296,60000.0,2020,Aug,3,16,Involontaire,particulier,2.0,Basse
810,40319,120000.0,2020,Aug,16,12,Accidentelle,NA,76.0,Basse
811,40006,50000.0,2020,Aug,12,15,Naturelle,NA,80.0,Basse
812,40060,84391.0,2020,Aug,13,20,Naturelle,NA,89.0,Basse
813,33029,125500.0,2020,Mar,1,15,Naturelle,NA,65.0,Basse
814,33202,214300.0,2020,Sep,7,15,Accidentelle,NA,75.0,Basse
815,33202,362600.0,2020,Sep,9,14,Accidentelle,NA,75.0,Basse
816,33029,212400.0,2020,Sep,16,14,Accidentelle,NA,65.0,Basse
817,33233,60000.0,2020,Sep,17,17,Accidentelle,NA,66.0,Basse
818,33202,50000.0,2020,Sep,18,5,Malveillance,NA,75.0,Basse
819,48098,93400.0,2020,Apr,15,12,Involontaire,particulier,750.0,Basse
820,2B315,110000.0,2020,Feb,2,11,Malveillance,NA,350.0,Basse
821,2B002,898200.0,2020,Jun,5,14,Malveillance,NA,61.0,Basse
822,30089,86050.0,2020,Jul,5,9,Accidentelle,NA,18.0,Basse
823,34143,135801.0,2020,Jul,7,15,Involontaire,particulier,73.0,Basse
824,34197,517100.0,2020,Jul,8,14,Malveillance,NA,40.0,Basse
825,2B079,322600.0,2020,Jul,13,11,Malveillance,NA,499.0,Basse
826,13077,62000.0,2020,Jun,26,11,Involontaire,travaux,4.0,Basse
827,34226,295700.0,2020,Jul,14,15,Accidentelle,NA,130.0,Basse
828,26200,104200.0,2020,Jul,21,12,Malveillance,NA,660.0,Basse
829,2B242,196800.0,2020,Feb,10,18,Malveillance,NA,14.0,Basse
830,6130,392700.0,2020,Feb,11,6,Accidentelle,NA,708.0,Basse
831,6070,195400.0,2020,Feb,11,11,Accidentelle,NA,985.0,Basse
832,7315,200000.0,2020,Feb,15,20,Involontaire,travaux,600.0,Basse
833,2B112,194400.0,2020,Aug,3,23,Malveillance,NA,450.0,Basse
834,34016,67959.0,2020,Aug,6,15,Malveillance,NA,50.0,Basse
835,2B224,741300.0,2020,Feb,10,14,Malveillance,NA,354.0,Basse
836,4094,74800.0,2020,Aug,6,17,Involontaire,travaux,359.0,Basse
837,4199,351400.0,2020,Aug,7,15,Accidentelle,NA,660.0,Basse
838,2B145,50000.0,2020,Aug,8,6,Malveillance,NA,25.0,Basse
839,2B192,200000.0,2020,Feb,11,8,Accidentelle,NA,70.0,Basse
840,66119,150000.0,2020,Feb,24,12,Involontaire,travaux,500.0,Basse
841,34032,236085.0,2020,Aug,14,17,Malveillance,NA,50.0,Basse
842,5055,628500.0,2020,Aug,10,15,Naturelle,NA,825.0,Basse
843,4070,55900.0,2020,Aug,24,15,Malveillance,NA,595.0,Basse
844,66069,50000.0,2020,Mar,13,0,Malveillance,NA,42.0,Basse
845,30129,130605.0,2020,Jul,19,16,Malveillance,NA,139.0,Basse
846,30169,409541.0,2020,Aug,1,15,Malveillance,NA,24.0,Basse
847,30339,663168.0,2020,Feb,24,15,Involontaire,travaux,367.0,Basse
848,2A004,100000.0,2020,Aug,13,11,Malveillance,NA,86.0,Basse
849,2A017,120000.0,2020,Aug,13,16,Involontaire,particulier,317.0,Basse
850,83003,311000.0,2020,Feb,19,11,Involontaire,travaux,892.0,Basse
851,2A031,56038.0,2020,Jan,12,15,Involontaire,travaux,661.0,Basse
852,2B275,121520.0,2020,Sep,6,13,Malveillance,NA,850.0,Basse
853,34147,56520.0,2020,Sep,3,16,Malveillance,NA,93.0,Basse
854,30017,89533.0,2020,Sep,4,13,Involontaire,particulier,500.0,Basse
855,13081,87400.0,2020,Aug,5,16,Involontaire,particulier,9.0,Basse
856,13077,832200.0,2020,Aug,4,16,Malveillance,NA,4.0,Basse
857,13118,117300.0,2020,Aug,3,18,Involontaire,particulier,198.0,Basse
858,13005,91600.0,2020,Aug,4,17,Involontaire,travaux,105.0,Basse
859,13117,313100.0,2020,Aug,23,13,Involontaire,particulier,9.0,Basse
860,34232,69471.0,2020,Sep,25,16,Involontaire,particulier,130.0,Basse
861,48119,180100.0,2020,Sep,7,15,Accidentelle,NA,900.0,Basse
862,30339,104450.0,2020,Feb,23,13,Involontaire,travaux,367.0,Basse
863,2B051,50000.0,2020,Oct,11,11,Malveillance,NA,822.0,Basse
864,7115,50000.0,2020,Sep,18,14,Involontaire,particulier,107.0,Basse
865,13033,53600.0,2020,Sep,19,19,Involontaire,travaux,9.0,Basse
866,4170,58800.0,2020,Feb,7,14,Involontaire,travaux,860.0,Basse
867,4013,92500.0,2020,Nov,21,6,Accidentelle,NA,440.0,Basse
868,66017,100000.0,2020,Jul,4,13,Malveillance,NA,3.0,Basse
869,66172,80000.0,2020,Jul,7,10,Involontaire,travaux,42.0,Basse
870,66071,286300.0,2020,Jul,10,16,Malveillance,NA,182.0,Basse
871,66093,80000.0,2020,Jul,17,16,Malveillance,NA,28.0,Basse
872,66176,200000.0,2020,Aug,3,19,Involontaire,particulier,7.0,Basse
873,66049,50000.0,2020,Aug,5,17,Accidentelle,NA,146.0,Basse
874,66030,110000.0,2020,Aug,21,14,Malveillance,NA,182.0,Basse
875,66015,50000.0,2020,Aug,23,0,Malveillance,NA,148.0,Basse
876,2B063,250000.0,2020,Feb,26,11,Malveillance,NA,784.0,Basse
877,34061,79565.0,2020,Nov,7,10,Malveillance,NA,140.0,Basse
878,2A323,70000.0,2020,Nov,8,11,Malveillance,NA,433.0,Basse
879,48116,819600.0,2020,Feb,23,17,Malveillance,NA,1000.0,Haute
880,48178,77400.0,2020,Mar,18,12,Involontaire,particulier,1000.0,Haute
881,6103,95000.0,2020,Mar,22,11,Malveillance,NA,625.0,Basse
882,6103,112000.0,2020,Mar,22,13,Malveillance,NA,625.0,Basse
883,17240,150000.0,2021,Apr,4,15,Involontaire,travaux,96.0,Basse
884,97415,140594.0,2021,Aug,3,17,Malveillance,NA,1200.0,Haute
885,87150,100000.0,2021,Apr,3,16,Accidentelle,NA,336.0,Basse
886,97415,384400.0,2021,Oct,2,7,Malveillance,NA,1200.0,Haute
887,89368,50000.0,2021,Apr,21,19,Involontaire,travaux,198.0,Basse
888,63006,90000.0,2021,Feb,25,13,Involontaire,travaux,1270.0,Haute
889,63006,80000.0,2021,Mar,6,14,Involontaire,travaux,1270.0,Haute
890,12094,60000.0,2021,Feb,22,1,Accidentelle,NA,239.0,Basse
891,12155,60000.0,2021,Mar,30,15,Involontaire,travaux,510.0,Basse
892,40184,600000.0,2021,Aug,28,15,Involontaire,particulier,26.0,Basse
893,33436,50000.0,2021,Apr,19,15,Malveillance,NA,75.0,Basse
894,33376,50000.0,2021,Aug,31,2,Accidentelle,NA,27.0,Basse
895,34214,216018.0,2021,Mar,21,10,Involontaire,travaux,73.0,Basse
896,34040,97834.0,2021,Mar,24,12,Involontaire,travaux,439.0,Basse
897,34341,221628.0,2021,Mar,29,11,Involontaire,travaux,34.0,Basse
898,2B355,489000.0,2021,Mar,31,12,Malveillance,NA,70.0,Basse
899,34092,60755.0,2021,Jan,17,12,Malveillance,NA,219.0,Basse
900,6163,420000.0,2021,Apr,7,12,Involontaire,travaux,1279.0,Haute
901,48075,62600.0,2021,Apr,1,20,Involontaire,travaux,618.0,Basse
902,48168,75000.0,2021,Apr,2,17,Involontaire,travaux,746.0,Basse
903,48119,114700.0,2021,Apr,7,16,Malveillance,NA,900.0,Basse
904,7251,57000.0,2021,Apr,1,10,Involontaire,travaux,500.0,Basse
905,84079,308100.0,2021,Apr,7,14,Involontaire,particulier,670.0,Basse
906,7187,165000.0,2021,Apr,8,12,Involontaire,travaux,779.0,Basse
907,5077,55000.0,2021,May,8,15,Involontaire,particulier,2000.0,Haute
908,2B355,80000.0,2021,May,17,10,Malveillance,NA,70.0,Basse
909,2B213,50000.0,2021,Jan,30,9,Malveillance,NA,680.0,Basse
910,34135,340439.0,2021,May,30,12,Involontaire,particulier,37.0,Basse
911,34206,560104.0,2021,Jun,7,10,Malveillance,NA,33.0,Basse
912,34135,188475.0,2021,Jun,7,12,Malveillance,NA,37.0,Basse
913,13007,803300.0,2021,Apr,6,16,Involontaire,particulier,615.0,Basse
914,66069,100000.0,2021,Apr,6,5,Malveillance,NA,42.0,Basse
915,66174,70000.0,2021,Jun,14,12,Involontaire,travaux,110.0,Basse
916,2A004,54000.0,2021,Jun,25,15,Involontaire,particulier,86.0,Basse
917,66148,329600.0,2021,Jun,16,9,Involontaire,travaux,72.0,Basse
918,83124,70000.0,2021,Jun,30,15,Accidentelle,NA,372.0,Basse
919,2B150,52500.0,2021,Jul,5,8,Malveillance,NA,296.0,Basse
920,30193,54503.0,2021,Jul,9,15,Involontaire,travaux,114.0,Basse
921,2B185,105050.0,2021,Jul,14,13,Malveillance,NA,54.0,Basse
922,6157,89000.0,2021,Jul,14,12,Involontaire,particulier,299.0,Basse
923,2A006,70000.0,2021,Jul,9,18,Malveillance,NA,317.0,Basse
924,2B190,65000.0,2021,Feb,26,14,Malveillance,NA,844.0,Basse
925,66121,963400.0,2021,Jul,18,15,Involontaire,particulier,103.0,Basse
926,66012,304530.0,2021,Jul,19,13,Involontaire,travaux,42.0,Basse
927,66048,99300.0,2021,Jul,31,16,Involontaire,particulier,72.0,Basse
928,34328,69781.0,2021,Aug,1,13,Malveillance,NA,50.0,Basse
929,2B143,100000.0,2021,Aug,7,13,Malveillance,NA,78.0,Basse
930,34180,134100.0,2021,Aug,2,14,Malveillance,NA,145.0,Basse
931,34007,67160.0,2021,Aug,16,19,Involontaire,particulier,124.0,Basse
932,34017,143957.0,2021,Aug,18,12,Malveillance,NA,22.0,Basse
933,34183,464040.0,2021,Aug,18,13,Involontaire,particulier,33.0,Basse
934,2A017,357000.0,2021,Jul,29,17,Malveillance,NA,317.0,Basse
935,2A209,78000.0,2021,Aug,3,15,Malveillance,NA,433.0,Basse
936,66190,170000.0,2021,Aug,20,15,Malveillance,NA,7.0,Basse
937,66205,902900.0,2021,Aug,26,12,Involontaire,particulier,182.0,Basse
938,6073,98000.0,2021,Aug,26,12,Naturelle,NA,875.0,Basse
939,48075,154800.0,2021,Aug,27,17,Malveillance,NA,618.0,Basse
940,13056,59000.0,2021,Jul,16,16,Involontaire,particulier,12.0,Basse
941,2B235,100000.0,2021,Mar,13,17,Malveillance,NA,844.0,Basse
942,2B333,170000.0,2021,Mar,14,8,Malveillance,NA,54.0,Basse
943,2B143,334500.0,2021,Sep,7,14,Malveillance,NA,78.0,Basse
944,34268,153388.0,2021,Aug,19,12,Malveillance,NA,110.0,Basse
945,34045,278905.0,2021,Aug,24,12,Malveillance,NA,200.0,Basse
946,34213,61647.0,2021,Aug,26,11,Malveillance,NA,34.0,Basse
947,34036,113183.0,2021,Aug,28,12,Malveillance,NA,110.0,Basse
948,66002,75000.0,2021,Aug,28,19,Malveillance,NA,13.0,Basse
949,34332,70550.0,2021,Sep,27,15,Involontaire,particulier,15.0,Basse
950,2A006,157305.0,2021,Oct,10,12,Involontaire,particulier,317.0,Basse
951,34093,72005.0,2021,Oct,12,18,Involontaire,travaux,439.0,Basse
952,34135,378600.0,2021,Oct,28,13,Malveillance,NA,37.0,Basse
953,34186,68072.0,2021,Oct,10,12,Malveillance,NA,184.0,Basse
954,34056,80994.0,2021,Oct,13,18,Malveillance,NA,20.0,Basse
955,34165,445051.0,2021,Aug,16,5,Malveillance,NA,34.0,Basse
956,34178,54906.0,2021,Mar,11,14,Malveillance,NA,140.0,Basse
957,2A200,184200.0,2021,Oct,23,16,Malveillance,NA,928.0,Basse
958,2B289,106000.0,2021,Oct,25,15,Malveillance,NA,347.0,Basse
959,2B079,70000.0,2021,Oct,26,15,Malveillance,NA,499.0,Basse
960,2B343,80000.0,2021,Dec,19,11,Malveillance,NA,25.0,Basse
961,34144,77012.0,2021,Mar,13,17,Involontaire,travaux,249.0,Basse
962,15081,50000.0,2022,Jan,24,18,Involontaire,travaux,683.0,Basse
963,15045,150000.0,2022,Feb,10,16,Involontaire,travaux,924.0,Basse
964,21582,75000.0,2022,Mar,9,15,Involontaire,travaux,232.0,Basse
965,46040,200000.0,2022,Mar,23,12,Accidentelle,NA,315.0,Basse
966,81243,849600.0,2022,Jun,18,12,Involontaire,travaux,395.0,Basse
967,81325,122000.0,2022,Jun,18,19,Involontaire,travaux,198.0,Basse
968,81073,500000.0,2022,Jun,19,14,Accidentelle,NA,256.0,Basse
969,15106,250000.0,2022,May,12,14,Involontaire,particulier,1113.0,Haute
970,41275,300000.0,2022,Jun,18,12,Involontaire,travaux,85.0,Basse
971,58102,60000.0,2022,Jul,9,20,Involontaire,particulier,209.0,Basse
972,58304,50100.0,2022,Jul,11,16,Involontaire,particulier,226.0,Basse
973,46079,90000.0,2022,Jul,10,17,Involontaire,particulier,364.0,Basse
974,54244,120000.0,2022,Jul,19,12,Involontaire,travaux,239.0,Basse
975,81027,110000.0,2022,Jul,30,17,Malveillance,NA,615.0,Basse
976,43157,98500.0,2022,Aug,12,17,Naturelle,NA,620.0,Basse
977,54156,60500.0,2022,Aug,12,13,Accidentelle,NA,300.0,Basse
978,42021,200000.0,2022,Jun,17,13,Involontaire,travaux,370.0,Basse
979,35211,100000.0,2022,Jul,18,10,Involontaire,particulier,74.0,Basse
980,58102,260000.0,2022,Aug,10,13,Involontaire,particulier,209.0,Basse
981,60182,500000.0,2022,Jul,19,14,Involontaire,travaux,168.0,Basse
982,97606,70000.0,2022,Nov,6,0,Involontaire,travaux,25.0,Basse
983,97603,50000.0,2022,Oct,23,0,Involontaire,travaux,25.0,Basse
984,27209,800000.0,2022,Aug,10,13,Accidentelle,NA,110.0,Basse
985,97423,55342.0,2022,Dec,19,8,Malveillance,NA,1505.0,Haute
986,56233,50000.0,2022,Aug,6,13,Involontaire,particulier,9.0,Basse
987,56054,340000.0,2022,Aug,6,16,Malveillance,NA,9.0,Basse
988,56132,150000.0,2022,Aug,7,3,Malveillance,NA,42.0,Basse
989,56126,200000.0,2022,Aug,8,11,Involontaire,travaux,26.0,Basse
990,61413,100000.0,2022,Sep,19,15,Malveillance,NA,155.0,Basse
991,61117,200000.0,2022,Sep,4,13,Malveillance,NA,143.0,Basse
992,61475,600000.0,2022,Aug,27,15,Malveillance,NA,240.0,Basse
993,61435,100000.0,2022,Aug,25,15,Malveillance,NA,249.0,Basse
994,61230,150000.0,2022,Aug,25,12,Malveillance,NA,237.0,Basse
995,61346,350000.0,2022,Aug,24,14,Malveillance,NA,247.0,Basse
996,61397,150000.0,2022,Aug,23,14,Malveillance,NA,143.0,Basse
997,61490,110000.0,2022,Aug,12,15,Malveillance,NA,155.0,Basse
998,61040,50000.0,2022,Aug,12,13,Malveillance,NA,175.0,Basse
999,61329,200000.0,2022,Aug,12,11,Malveillance,NA,233.0,Basse
1000,61145,100000.0,2022,Aug,11,13,Malveillance,NA,135.0,Basse
1001,61407,100000.0,2022,Aug,10,17,Malveillance,NA,211.0,Basse
1002,61026,160000.0,2022,Aug,10,14,Malveillance,NA,155.0,Basse
1003,61263,50000.0,2022,Aug,10,12,Malveillance,NA,143.0,Basse
1004,61206,50000.0,2022,Aug,9,18,Malveillance,NA,217.0,Basse
1005,61020,100000.0,2022,Aug,8,10,Malveillance,NA,171.0,Basse
1006,61092,205000.0,2022,Aug,7,13,Malveillance,NA,216.0,Basse
1007,61460,200000.0,2022,Aug,5,18,Malveillance,NA,225.0,Basse
1008,61447,200000.0,2022,Jul,30,18,Malveillance,NA,211.0,Basse
1009,61037,200000.0,2022,Jul,30,14,Malveillance,NA,168.0,Basse
1010,61061,150000.0,2022,Jul,27,13,Malveillance,NA,220.0,Basse
1011,61230,1000000.0,2022,Jul,26,19,Malveillance,NA,237.0,Basse
1012,61418,100000.0,2022,Jul,26,17,Malveillance,NA,236.0,Basse
1013,61429,100000.0,2022,Jul,26,14,Malveillance,NA,215.0,Basse
1014,61440,100000.0,2022,Jul,25,18,Malveillance,NA,232.0,Basse
1015,61067,400000.0,2022,Jul,24,21,Malveillance,NA,200.0,Basse
1016,61440,100000.0,2022,Jul,21,19,Malveillance,NA,232.0,Basse
1017,61461,80000.0,2022,Jul,19,15,Malveillance,NA,297.0,Basse
1018,61240,100000.0,2022,Jul,19,14,Malveillance,NA,176.0,Basse
1019,61024,100000.0,2022,Jul,19,14,Malveillance,NA,226.0,Basse
1020,61067,50000.0,2022,Jul,19,0,Malveillance,NA,200.0,Basse
1021,61486,350000.0,2022,Jul,18,19,Malveillance,NA,306.0,Basse
1022,61158,400000.0,2022,Jul,18,12,Malveillance,NA,232.0,Basse
1023,61145,50000.0,2022,Jul,17,15,Malveillance,NA,135.0,Basse
1024,61050,100000.0,2022,Jul,17,15,Malveillance,NA,236.0,Basse
1025,61248,50000.0,2022,Jul,16,19,Malveillance,NA,147.0,Basse
1026,61309,60000.0,2022,Jul,15,14,Malveillance,NA,233.0,Basse
1027,61421,100000.0,2022,Jul,15,14,Malveillance,NA,165.0,Basse
1028,61375,400000.0,2022,Jul,12,11,Malveillance,NA,180.0,Basse
1029,61081,100000.0,2022,Jul,11,15,Malveillance,NA,202.0,Basse
1030,61457,150000.0,2022,Jul,8,17,Malveillance,NA,212.0,Basse
1031,61445,300000.0,2022,Jul,8,17,Malveillance,NA,170.0,Basse
1032,61050,250000.0,2022,Jun,14,16,Malveillance,NA,236.0,Basse
1033,61193,300000.0,2022,Jun,12,18,Malveillance,NA,272.0,Basse
1034,61234,200000.0,2022,Jun,12,15,Malveillance,NA,143.0,Basse
1035,61002,100000.0,2022,Jun,12,15,Malveillance,NA,176.0,Basse
1036,61244,50000.0,2022,Mar,25,17,Malveillance,NA,223.0,Basse
1037,12225,62000.0,2022,Mar,28,13,Accidentelle,NA,360.0,Basse
1038,12291,155000.0,2022,Jun,15,15,Involontaire,travaux,712.0,Basse
1039,38545,165800.0,2022,Aug,11,14,Malveillance,NA,285.0,Basse
1040,12163,307000.0,2022,Jun,19,17,Accidentelle,NA,811.0,Basse
1041,12003,64400.0,2022,Aug,8,13,Malveillance,NA,185.0,Basse
1042,12037,60000.0,2022,Sep,22,15,Accidentelle,NA,266.0,Basse
1043,38527,150000.0,2022,Jun,18,18,Naturelle,NA,772.0,Basse
1044,65295,400000.0,2022,Feb,8,14,Malveillance,NA,1210.0,Haute
1045,79111,311000.0,2022,Jun,15,13,Involontaire,travaux,106.0,Basse
1046,79195,129000.0,2022,Jun,27,15,Involontaire,travaux,200.0,Basse
1047,79016,129000.0,2022,Jul,10,12,Involontaire,travaux,132.0,Basse
1048,47039,228000.0,2022,Jul,19,21,Naturelle,NA,149.0,Basse
1049,24354,597000.0,2022,Aug,7,17,Malveillance,NA,29.0,Basse
1050,24273,122000.0,2022,Aug,9,13,Accidentelle,NA,140.0,Basse
1051,24165,50000.0,2022,Aug,4,18,Malveillance,NA,29.0,Basse
1052,24165,80000.0,2022,Aug,7,18,Malveillance,NA,29.0,Basse
1053,40053,60000.0,2022,Mar,26,15,Involontaire,particulier,115.0,Basse
1054,40287,169660.0,2022,Aug,16,15,Naturelle,NA,23.0,Basse
1055,40307,168180.0,2022,Aug,12,19,Accidentelle,NA,70.0,Basse
1056,40142,258000.0,2022,Oct,20,14,Accidentelle,NA,77.0,Basse
1057,40167,184110.0,2022,Sep,6,17,Naturelle,NA,89.0,Basse
1058,40142,326000.0,2022,Aug,2,14,Involontaire,travaux,77.0,Basse
1059,40087,85990.0,2022,Aug,25,17,Naturelle,NA,150.0,Basse
1060,40123,459000.0,2022,Sep,12,15,Accidentelle,NA,26.0,Basse
1061,40217,118000.0,2022,Jul,5,16,Naturelle,NA,15.0,Basse
1062,64233,100000.0,2022,Sep,14,16,Involontaire,travaux,130.0,Basse
1063,64217,150000.0,2022,Oct,28,19,Malveillance,NA,350.0,Basse
1064,33021,105000.0,2022,May,11,17,Accidentelle,NA,114.0,Basse
1065,33348,194000.0,2022,Aug,6,19,Malveillance,NA,14.0,Basse
1066,33544,50000.0,2022,Aug,10,6,Malveillance,NA,12.0,Basse
1067,33322,50000.0,2022,Jul,17,3,Malveillance,NA,27.0,Basse
1068,41193,80000.0,2022,Jul,11,14,Involontaire,travaux,206.0,Basse
1069,41193,80000.0,2022,Jul,11,14,Involontaire,travaux,206.0,Basse
1070,86086,51500.0,2022,Jul,18,19,Involontaire,travaux,58.0,Basse
